county,state,Men,Women
Red River,LA,4192.0,4531.0
Red Willow,NE,5552.0,5318.0
Redwood,MN,7819.0,7611.0
Reeves,TX,8938.0,5853.0
Refugio,TX,3617.0,3676.0
Reno,KS,31944.0,31416.0
Rensselaer,NY,78800.0,81000.0
Renville,MN,7535.0,7263.0
Renville,ND,1241.0,1302.0
Republic,KS,2290.0,2415.0
Reynolds,MO,3245.0,3116.0
Rhea,TN,16027.0,16451.0
Rice,KS,4983.0,4885.0
Rice,MN,33283.0,31968.0
Rich,UT,1114.0,1193.0
Richardson,NE,4036.0,4009.0
Richland,IL,7919.0,8034.0
Richland,MT,5795.0,5610.0
Richland,ND,8434.0,7899.0
Richland,OH,61682.0,59851.0
Richland,SC,196424.0,208445.0
Richland,WI,8897.0,8729.0
Richland,LA,10028.0,10591.0
Richmond,GA,97435.0,104133.0
Richmond,NC,22193.0,23254.0
Richmond,NY,230325.0,245623.0
Richmond,VA,4978.0,3895.0
Riley,KS,40410.0,35286.0
Ringgold,IA,2421.0,2565.0
Rio Arriba,NM,19338.0,20117.0
Rio Blanco,CO,3325.0,3232.0
Rio Grande,CO,5729.0,5701.0
Ripley,IN,14065.0,14307.0
Ripley,MO,6906.0,6901.0
Ritchie,WV,5005.0,5000.0
Riverside,CA,1171711.0,1183291.0
Roane,TN,25970.0,26956.0
Roane,WV,7100.0,7248.0
Roanoke,VA,44811.0,48608.0
Roberts,SD,5192.0,5058.0
Roberts,TX,404.0,485.0
Robertson,KY,1098.0,1063.0
Robertson,TN,33839.0,34736.0
Robertson,TX,8291.0,8436.0
Robeson,NC,64702.0,69485.0
Rock,MN,4641.0,4792.0
Rock,NE,690.0,691.0
Rock,WI,79293.0,81933.0
Rock Island,IL,72053.0,74152.0
Rockbridge,VA,11143.0,11297.0
Rockcastle,KY,8168.0,8647.0
Rockdale,GA,41755.0,46727.0
Rockingham,NC,44133.0,47433.0
Rockingham,VA,38485.0,40168.0
Rockland,NY,159227.0,165800.0
Rockwall,TX,44463.0,45951.0
Roger Mills,OK,1816.0,1918.0
Rogers,OK,44923.0,45175.0
Rolette,ND,7250.0,7407.0
Rooks,KS,2495.0,2653.0
Roosevelt,MT,5543.0,5675.0
Roosevelt,NM,9665.0,9648.0
Roscommon,MI,11867.0,12067.0
Roseau,MN,8004.0,7533.0
Rosebud,MT,4654.0,4638.0
Ross,OH,40622.0,36503.0
Routt,CO,12675.0,11684.0
Rowan,KY,11727.0,12665.0
Rowan,NC,68811.0,70129.0
Runnels,TX,5050.0,5216.0
Rush,IN,8223.0,8542.0
Rush,KS,1540.0,1579.0
Rusk,TX,27810.0,25216.0
Rusk,WI,7160.0,7051.0
Russell,AL,28424.0,30056.0
Russell,KS,3558.0,3429.0
Russell,KY,8630.0,9101.0
Russell,VA,13563.0,14162.0
Rutherford,NC,32275.0,34248.0
Rutherford,TN,147195.0,151261.0
Rutland,VT,29275.0,30401.0
Sabine,TX,5232.0,5197.0
Sabine,LA,11997.0,12148.0
Sac,IA,4848.0,5088.0
Sacramento,CA,730680.0,764720.0
Saginaw,MI,94017.0,99786.0
Saguache,CO,3141.0,3197.0
Salem,NJ,31105.0,32671.0
Saline,AR,57280.0,58972.0
Saline,IL,12028.0,12402.0
Saline,KS,27331.0,28003.0
Saline,MO,11372.0,11638.0
Saline,NE,7320.0,7005.0
Salt Lake,UT,555589.0,551111.0
Saluda,SC,10050.0,10178.0
Sampson,NC,31251.0,32413.0
San Augustine,TX,4154.0,4249.0
San Benito,CA,29208.0,29463.0
San Bernardino,CA,1055170.0,1066050.0
San Diego,CA,1651147.0,1632518.0
San Francisco,CA,440633.0,423630.0
San Jacinto,TX,13563.0,13873.0
San Joaquin,CA,360247.0,363906.0
San Juan,CO,301.0,268.0
San Juan,NM,63529.0,64692.0
San Juan,UT,7654.0,7539.0
San Juan,WA,7817.0,8404.0
San Luis Obispo,CA,142182.0,137937.0
San Mateo,CA,376145.0,387305.0
San Miguel,CO,4150.0,3654.0
San Miguel,NM,14114.0,14089.0
San Patricio,TX,33592.0,33275.0
San Saba,TX,2949.0,2902.0
Sanborn,SD,1212.0,1154.0
Sanders,MT,5843.0,5571.0
Sandoval,NM,67939.0,70876.0
Sandusky,OH,29478.0,30081.0
Sangamon,IL,95103.0,103031.0
Sanilac,MI,20592.0,20943.0
Sanpete,UT,15311.0,13581.0
Santa Barbara,CA,221955.0,221041.0
Santa Clara,CA,963317.0,947909.0
Santa Cruz,AZ,22229.0,24129.0
Santa Cruz,CA,135654.0,137609.0
Santa Fe,NM,71878.0,75636.0
Santa Rosa,FL,85374.0,81404.0
Sarasota,FL,193328.0,211511.0
Saratoga,NY,111991.0,114641.0
Sargent,ND,2008.0,1875.0
Sarpy,NE,87568.0,87620.0
Sauk,WI,31555.0,31785.0
Saunders,NE,10546.0,10407.0
Sawyer,WI,8315.0,8069.0
Schenectady,NY,75537.0,79702.0
Schleicher,TX,1572.0,1550.0
Schley,GA,2496.0,2672.0
Schoharie,NY,15700.0,15911.0
Schoolcraft,MI,3977.0,4137.0
Schuyler,IL,3894.0,3287.0
Schuyler,MO,2204.0,2246.0
Schuyler,NY,9076.0,9036.0
Schuylkill,PA,73691.0,70596.0
Scioto,OH,37968.0,38903.0
Scotland,MO,2382.0,2501.0
Scotland,NC,17546.0,17899.0
Scott,AR,5290.0,5294.0
Scott,IA,84184.0,87309.0
Scott,IL,2503.0,2606.0
Scott,IN,11628.0,12094.0
Scott,KS,2403.0,2578.0
Scott,KY,25858.0,26464.0
Scott,MN,70509.0,70954.0
Scott,MO,18844.0,20014.0
Scott,MS,13781.0,14618.0
Scott,TN,10831.0,11118.0
Scott,VA,11191.0,11099.0
Scotts Bluff,NE,17659.0,18850.0
Screven,GA,6896.0,7141.0
Scurry,TX,9446.0,7900.0
Searcy,AR,4030.0,3895.0
Sebastian,AR,62180.0,65182.0
Sedgwick,CO,1176.0,1181.0
Sedgwick,KS,252399.0,258085.0
Seminole,FL,217099.0,232161.0
Seminole,GA,4003.0,4546.0
Seminole,OK,12357.0,12889.0
Seneca,NY,18308.0,16535.0
Seneca,OH,27734.0,27815.0
Sequatchie,TN,7229.0,7425.0
Sequoyah,OK,20451.0,20913.0
Sevier,AR,8612.0,8594.0
Sevier,TN,46856.0,48667.0
Sevier,UT,10756.0,10205.0
Seward,KS,11752.0,11196.0
Seward,NE,8582.0,8463.0
Shackelford,TX,1677.0,1671.0
Shannon,MO,4048.0,4225.0
Sharkey,MS,2177.0,2454.0
Sharp,AR,8336.0,8705.0
Shasta,CA,87753.0,91166.0
Shawano,WI,20632.0,20504.0
Shawnee,KS,86487.0,91905.0
Sheboygan,WI,57875.0,57219.0
Shelby,AL,101420.0,107301.0
Shelby,IA,5784.0,5988.0
Shelby,IL,10885.0,11021.0
Shelby,IN,21933.0,22406.0
Shelby,KY,22151.0,23680.0
Shelby,MO,3053.0,3031.0
Shelby,OH,24685.0,24217.0
Shelby,TN,446846.0,491001.0
Shelby,TX,12740.0,12949.0
Shenandoah,VA,20850.0,22004.0
Sherburne,MN,46991.0,45033.0
Sheridan,KS,1282.0,1215.0
Sheridan,MT,1792.0,1776.0
Sheridan,ND,686.0,717.0
Sheridan,NE,2604.0,2637.0
Sheridan,WY,14816.0,15148.0
Sherman,KS,3009.0,2990.0
Sherman,NE,1518.0,1530.0
Sherman,OR,864.0,771.0
Sherman,TX,1590.0,1477.0
Shiawassee,MI,33807.0,34810.0
Shoshone,ID,6245.0,6245.0
Sibley,MN,7530.0,7358.0
Sierra,CA,1488.0,1397.0
Sierra,NM,5513.0,5741.0
Silver Bow,MT,17354.0,17160.0
Simpson,KY,8883.0,8998.0
Simpson,MS,13234.0,13981.0
Sioux,IA,17407.0,17285.0
Sioux,ND,2212.0,2208.0
Sioux,NE,647.0,609.0
Siskiyou,CA,21706.0,21824.0
Skagit,WA,60223.0,61502.0
Skamania,WA,5834.0,5664.0
Slope,ND,350.0,324.0
Smith,KS,1814.0,1879.0
Smith,MS,7838.0,8276.0
Smith,TN,9617.0,9662.0
Smith,TX,107355.0,114922.0
Smyth,VA,15386.0,15912.0
Snohomish,WA,387078.0,384826.0
Snyder,PA,20076.0,20494.0
Socorro,NM,9066.0,8032.0
Solano,CA,216074.0,218907.0
Somerset,MD,13821.0,11980.0
Somerset,NJ,162775.0,170541.0
Somerset,PA,39289.0,36330.0
Somervell,TX,4155.0,4495.0
Sonoma,CA,245381.0,255562.0
Southampton,VA,9414.0,8675.0
Spalding,GA,31075.0,33117.0
Spartanburg,SC,144327.0,153405.0
Spencer,IN,10431.0,10179.0
Spencer,KY,9193.0,8819.0
Spink,SD,3221.0,3257.0
Spokane,WA,243266.0,247498.0
Spotsylvania,VA,63945.0,66214.0
St. Bernard,LA,22256.0,22811.0
St. Charles,MO,189365.0,195750.0
St. Charles,LA,25901.0,26827.0
St. Clair,AL,43469.0,43468.0
St. Clair,IL,127649.0,136784.0
St. Clair,MI,79295.0,80466.0
St. Clair,MO,4744.0,4652.0
St. Croix,WI,43468.0,43674.0
St. Francis,AR,14664.0,12024.0
St. Francois,MO,35790.0,30458.0
St. Helena,LA,5093.0,5416.0
St. James,LA,10340.0,11145.0
St. John the Baptist,LA,21285.0,22280.0
St. Johns,FL,110112.0,116466.0
St. Joseph,IN,130472.0,138141.0
St. Joseph,MI,30264.0,30626.0
St. Landry,LA,40144.0,43436.0
St. Lawrence,NY,56381.0,54436.0
St. Louis,MN,100596.0,99698.0
St. Louis,MO,474110.0,525429.0
St. Lucie,FL,146025.0,152738.0
St. Martin,LA,26445.0,27164.0
St. Mary,LA,26153.0,26425.0
St. Mary's,MD,55420.0,55559.0
St. Tammany,LA,121268.0,127933.0
Stafford,KS,2142.0,2109.0
Stafford,VA,70984.0,70175.0
Stanislaus,CA,264824.0,270860.0
Stanley,SD,1552.0,1442.0
Stanly,NC,30309.0,30566.0
Stanton,KS,996.0,1111.0
Stanton,NE,3013.0,3007.0
Stark,IL,2739.0,2812.0
Stark,ND,15719.0,14597.0
Stark,OH,181773.0,192500.0
Starke,IN,11295.0,11671.0
Starr,TX,30815.0,32605.0
Ste. Genevieve,MO,8934.0,8948.0
Stearns,MN,78126.0,77174.0
Steele,MN,18225.0,18387.0
Steele,ND,1003.0,912.0
Stephens,GA,11930.0,13695.0
Stephens,OK,21476.0,22817.0
Stephens,TX,4826.0,4539.0
Stephenson,IL,22183.0,23656.0
Sterling,TX,608.0,531.0
Steuben,IN,17441.0,17018.0
Steuben,NY,48550.0,48989.0
Stevens,KS,2942.0,2799.0
Stevens,MN,4850.0,4909.0
Stevens,WA,21834.0,22024.0
Stewart,GA,3618.0,2214.0
Stewart,TN,6582.0,6666.0
Stillwater,MT,4651.0,4691.0
Stoddard,MO,14405.0,15229.0
Stokes,NC,22555.0,23569.0
Stone,AR,6242.0,6201.0
Stone,MO,15426.0,16103.0
Stone,MS,9096.0,8885.0
Stonewall,TX,555.0,529.0
Storey,NV,1894.0,1997.0
Story,IA,49985.0,45903.0
Strafford,NH,61938.0,64614.0
Stutsman,ND,10781.0,10277.0
Sublette,WY,5447.0,4590.0
Suffolk,NY,737373.0,760222.0
Sullivan,IN,11235.0,9665.0
Sullivan,MO,3187.0,3195.0
Sullivan,NH,21263.0,21810.0
Sullivan,NY,38941.0,36842.0
Sullivan,PA,3234.0,2958.0
Sullivan,TN,75908.0,80611.0
Sully,SD,756.0,634.0
Summers,WV,5969.0,7241.0
Summit,CO,16218.0,13504.0
Summit,OH,262534.0,278784.0
Summit,UT,20499.0,19232.0
Sumner,KS,11658.0,11678.0
Sumner,TN,85968.0,89762.0
Sumter,AL,6033.0,7051.0
Sumter,FL,58883.0,57871.0
Sumter,GA,14492.0,16195.0
Sumter,SC,51688.0,55691.0
Sunflower,MS,14114.0,12801.0
Surry,NC,35166.0,37149.0
Surry,VA,3213.0,3457.0
Susquehanna,PA,20988.0,20728.0
Sussex,DE,104514.0,111037.0
Sussex,NJ,71475.0,72095.0
Sussex,VA,7552.0,4043.0
Sutter,CA,47613.0,47970.0
Sutton,TX,2127.0,1767.0
Suwannee,FL,22204.0,21610.0
Swain,NC,6865.0,7343.0
Sweet Grass,MT,1763.0,1883.0
Sweetwater,WY,22981.0,21546.0
Swift,MN,4733.0,4715.0
Swisher,TX,3955.0,3586.0
Switzerland,IN,5497.0,5120.0
Talbot,GA,3030.0,3393.0
Talbot,MD,17595.0,19866.0
Taliaferro,GA,938.0,906.0
Talladega,AL,39140.0,41748.0
Tallahatchie,MS,8496.0,6056.0
Tallapoosa,AL,19616.0,21140.0
Tama,IA,8530.0,8706.0
Taney,MO,26360.0,27948.0
Tangipahoa,LA,62548.0,66302.0
Taos,NM,16054.0,16755.0
Tarrant,TX,971142.0,1012533.0
Tate,MS,13879.0,14454.0
Tattnall,GA,14892.0,10510.0
Taylor,FL,12547.0,9803.0
Taylor,GA,4047.0,4220.0
Taylor,IA,3152.0,3062.0
Taylor,KY,12381.0,13025.0
Taylor,TX,66258.0,69113.0
Taylor,WI,10402.0,9942.0
Taylor,WV,8645.0,8332.0
Tazewell,IL,66456.0,68239.0
Tazewell,VA,21055.0,21634.0
Tehama,CA,31452.0,31795.0
Telfair,GA,9532.0,6807.0
Teller,CO,11926.0,11843.0
Tensas,LA,2322.0,2449.0
Terrebonne,LA,55794.0,57273.0
Terrell,GA,4229.0,4749.0
Terrell,TX,357.0,364.0
Terry,TX,6753.0,6002.0
Teton,ID,5692.0,5084.0
Teton,MT,2969.0,3071.0
Teton,WY,12169.0,10754.0
Texas,MO,13248.0,12466.0
Texas,OK,11444.0,9965.0
Thayer,NE,2547.0,2586.0
Thomas,GA,21200.0,23709.0
Thomas,KS,3856.0,3991.0
Thomas,NE,344.0,299.0
Throckmorton,TX,705.0,836.0
Thurston,NE,3502.0,3553.0
Thurston,WA,132099.0,137786.0
Tift,GA,19502.0,21029.0
Tillamook,OR,13059.0,12781.0
Tillman,OK,3881.0,3710.0
Tioga,NY,24340.0,24982.0
Tioga,PA,20599.0,20951.0
Tippah,MS,10762.0,11231.0
Tippecanoe,IN,94992.0,91089.0
Tipton,IN,7632.0,7658.0
Tipton,TN,30363.0,31071.0
Tishomingo,MS,9400.0,10076.0
Titus,TX,16055.0,16609.0
Todd,KY,6194.0,6183.0
Todd,MN,12545.0,11878.0
Todd,SD,4905.0,5111.0
Tolland,CT,76162.0,75434.0
Tom Green,TX,57848.0,59058.0
Tompkins,NY,51397.0,53018.0
Tooele,UT,31942.0,31415.0
Toole,MT,2865.0,2166.0
Toombs,GA,12706.0,14454.0
Torrance,NM,8126.0,7408.0
Towner,ND,1143.0,1115.0
Towns,GA,5272.0,5901.0
Traill,ND,4091.0,3959.0
Transylvania,NC,16018.0,17273.0
Traverse,MN,1663.0,1694.0
Travis,TX,593319.0,583265.0
Treasure,MT,377.0,413.0
Trego,KS,1465.0,1434.0
Trempealeau,WI,14902.0,14608.0
Treutlen,GA,3394.0,3358.0
Trigg,KY,7053.0,7233.0
Trimble,KY,4265.0,4432.0
Trinity,CA,6603.0,6434.0
Trinity,TX,6959.0,7522.0
Tripp,SD,2781.0,2699.0
Troup,GA,33345.0,36088.0
Trousdale,TN,4654.0,4119.0
Trumbull,OH,99211.0,104130.0
Tucker,WV,3534.0,3501.0
Tulare,CA,229488.0,229321.0
Tulsa,OK,310812.0,326311.0
Tunica,MS,4818.0,5458.0
Tuolumne,CA,28029.0,25870.0
Turner,GA,3937.0,4099.0
Turner,SD,4140.0,4102.0
Tuscaloosa,AL,98725.0,105699.0
Tuscarawas,OH,45562.0,46969.0
Tuscola,MI,26889.0,26680.0
Twiggs,GA,4101.0,4222.0
Twin Falls,ID,40454.0,41794.0
Tyler,TX,11726.0,9730.0
Tyler,WV,4454.0,4495.0
Tyrrell,NC,2367.0,1723.0
Uinta,WY,10593.0,10165.0
Uintah,UT,18454.0,17889.0
Ulster,NY,89377.0,90752.0
Umatilla,OR,40006.0,36730.0
Unicoi,TN,8880.0,8950.0
Union,AR,19451.0,20571.0
Union,FL,9922.0,5378.0
Union,GA,10855.0,11407.0
Union,IA,6061.0,6436.0
Union,IL,8712.0,8555.0
Union,IN,3658.0,3567.0
Union,KY,7760.0,7155.0
Union,MS,13727.0,14475.0
Union,NC,109435.0,112660.0
Union,NJ,271607.0,285713.0
Union,NM,2285.0,1931.0
Union,OH,26167.0,28521.0
Union,OR,12738.0,13072.0
Union,PA,24776.0,20280.0
Union,SC,13346.0,14426.0
Union,SD,7525.0,7404.0
Union,TN,9516.0,9660.0
Union,LA,11212.0,11325.0
Upshur,TX,20035.0,20471.0
Upshur,WV,12252.0,12352.0
Upson,GA,12568.0,13673.0
Upton,TX,1747.0,1828.0
Utah,UT,290874.0,285622.0
Uvalde,TX,13188.0,13827.0
Val Verde,TX,24836.0,24140.0
Valencia,NM,38013.0,37832.0
Valley,ID,5148.0,4956.0
Valley,MT,3763.0,3798.0
Valley,NE,2111.0,2141.0
Van Buren,AR,8356.0,8395.0
Van Buren,IA,3728.0,3580.0
Van Buren,MI,37397.0,37793.0
Van Buren,TN,2870.0,2805.0
Van Wert,OH,13867.0,14395.0
Van Zandt,TX,26307.0,27300.0
Vance,NC,20915.0,23505.0
Vanderburgh,IN,87869.0,93962.0
Venango,PA,26094.0,26786.0
Ventura,CA,419536.0,428298.0
Vermilion,IL,39325.0,39882.0
Vermilion,LA,29021.0,30820.0
Vermillion,IN,7716.0,7928.0
Vernon,MO,10060.0,10605.0
Vernon,WI,15240.0,15138.0
Vernon,LA,27614.0,24292.0
Victoria,TX,44790.0,46728.0
Vigo,IN,54651.0,53072.0
Vilas,WI,10734.0,10731.0
Vinton,OH,6608.0,6534.0
Volusia,FL,252651.0,266009.0
Wabash,IL,5684.0,5884.0
Wabash,IN,15568.0,16280.0
Wabasha,MN,10729.0,10761.0
Wabaunsee,KS,3492.0,3426.0
Wadena,MN,6757.0,6869.0
Wagoner,OK,37961.0,38869.0
Wahkiakum,WA,1985.0,2120.0
Wake,NC,497677.0,526134.0
Wakulla,FL,17528.0,14058.0
Waldo,ME,19269.0,20011.0
Walker,AL,31709.0,33218.0
Walker,GA,33911.0,34698.0
Walker,TX,41435.0,29383.0
Walla Walla,WA,30692.0,29170.0
Wallace,KS,802.0,789.0
Waller,TX,24209.0,24234.0
Wallowa,OR,3297.0,3567.0
Walsh,ND,5606.0,5314.0
Walthall,MS,7186.0,7484.0
Walton,FL,32216.0,31241.0
Walton,GA,43120.0,45575.0
Walworth,SD,2678.0,2824.0
Walworth,WI,51330.0,51587.0
Wapello,IA,17441.0,17880.0
Ward,ND,36366.0,33262.0
Ward,TX,5790.0,5708.0
Ware,GA,17900.0,17788.0
Warren,GA,2534.0,2876.0
Warren,IA,23679.0,24951.0
Warren,IL,8439.0,8990.0
Warren,IN,4124.0,4145.0
Warren,KY,60616.0,63208.0
Warren,MO,16773.0,16781.0
Warren,MS,22609.0,24901.0
Warren,NC,10116.0,10074.0
Warren,NJ,52230.0,54858.0
Warren,NY,31717.0,32984.0
Warren,OH,112736.0,111132.0
Warren,PA,20152.0,20193.0
Warren,TN,19846.0,20364.0
Warren,VA,19445.0,19546.0
Warrick,IN,30490.0,31091.0
Wasatch,UT,14903.0,14403.0
Wasco,OR,12804.0,12883.0
Waseca,MN,8978.0,9920.0
Washakie,WY,4118.0,4135.0
Washburn,WI,7716.0,7922.0
Washington,AL,8342.0,8404.0
Washington,AR,111839.0,111844.0
Washington,CO,2485.0,2324.0
Washington,FL,13300.0,11172.0
Washington,GA,10343.0,10163.0
Washington,IA,11066.0,11029.0
Washington,ID,4940.0,5056.0
Washington,IL,7182.0,7078.0
Washington,IN,13783.0,14024.0
Washington,KS,2846.0,2726.0
Washington,KY,5873.0,6126.0
Washington,MD,75958.0,73588.0
Washington,ME,15714.0,16108.0
Washington,MN,124207.0,126772.0
Washington,MO,12855.0,12113.0
Washington,MS,22520.0,25482.0
Washington,NC,5846.0,6485.0
Washington,NE,10118.0,10296.0
Washington,NY,32148.0,30035.0
Washington,OH,30077.0,30794.0
Washington,OK,25196.0,26671.0
Washington,OR,282381.0,289690.0
Washington,PA,101746.0,105915.0
Washington,TN,61427.0,65010.0
Washington,TX,17199.0,17468.0
Washington,UT,77178.0,78399.0
Washington,VA,26857.0,27600.0
Washington,VT,28997.0,29694.0
Washington,WI,66558.0,67409.0
Washington,LA,22944.0,23505.0
Washita,OK,5729.0,5821.0
Washoe,NV,224212.0,221339.0
Washtenaw,MI,178949.0,182560.0
Watauga,NC,26657.0,26764.0
Watonwan,MN,5511.0,5425.0
Waukesha,WI,194879.0,201852.0
Waupaca,WI,26305.0,25346.0
Waushara,WI,12679.0,11491.0
Wayne,GA,15206.0,14627.0
Wayne,IA,3136.0,3269.0
Wayne,IL,8209.0,8360.0
Wayne,IN,32387.0,34585.0
Wayne,KY,10320.0,10372.0
Wayne,MI,848339.0,915483.0
Wayne,MO,6597.0,6772.0
Wayne,MS,10011.0,10447.0
Wayne,NC,61075.0,63421.0
Wayne,NE,4772.0,4637.0
Wayne,NY,45218.0,46224.0
Wayne,OH,57412.0,58503.0
Wayne,PA,27404.0,24252.0
Wayne,TN,9273.0,7440.0
Wayne,UT,1403.0,1297.0
Wayne,WV,19968.0,21095.0
Weakley,TN,16466.0,17310.0
Webb,TX,131657.0,137967.0
Weber,UT,122542.0,121559.0
Webster,GA,1329.0,1298.0
Webster,IA,18984.0,17961.0
Webster,KY,6502.0,6678.0
Webster,MO,19170.0,18388.0
Webster,MS,4832.0,5036.0
Webster,NE,1774.0,1823.0
Webster,WV,4286.0,4351.0
Webster,LA,19435.0,20608.0
Weld,CO,143783.0,141946.0
Wells,IN,13689.0,14143.0
Wells,ND,2036.0,2053.0
West Baton Rouge,LA,12631.0,12887.0
West Carroll,LA,5696.0,5578.0
West Feliciana,LA,10210.0,5166.0
Westchester,NY,471874.0,503447.0
Westmoreland,PA,174211.0,182624.0
Westmoreland,VA,8646.0,8950.0
Weston,WY,3756.0,3361.0
Wetzel,WV,7700.0,8093.0
Wexford,MI,16480.0,16435.0
Wharton,TX,20355.0,21075.0
Whatcom,WA,105396.0,107342.0
Wheatland,MT,1084.0,1024.0
Wheeler,GA,5132.0,2820.0
Wheeler,NE,444.0,402.0
Wheeler,OR,686.0,729.0
Wheeler,TX,2871.0,2728.0
White,AR,38653.0,40053.0
White,GA,13814.0,14695.0
White,IL,6957.0,7229.0
White,IN,12185.0,12094.0
White,TN,12929.0,13465.0
White Pine,NV,5820.0,4038.0
Whiteside,IL,27990.0,28833.0
Whitfield,GA,51566.0,52397.0
Whitley,IN,16716.0,16765.0
Whitley,KY,17686.0,18341.0
Whitman,WA,24423.0,23371.0
Wibaux,MT,560.0,561.0
Wichita,KS,1019.0,1138.0
Wichita,TX,68339.0,63439.0
Wicomico,MD,48622.0,53392.0
Wilbarger,TX,6415.0,6557.0
Wilcox,AL,5096.0,5823.0
Wilcox,GA,5248.0,3648.0
Wilkes,GA,4749.0,5156.0
Wilkes,NC,33737.0,34788.0
Wilkin,MN,3214.0,3184.0
Wilkinson,GA,4385.0,4762.0
Wilkinson,MS,4826.0,4258.0
Will,IL,341719.0,346008.0
Willacy,TX,11821.0,10018.0
Williams,ND,18015.0,14901.0
Williams,OH,18360.0,18701.0
Williamsburg,SC,15564.0,16692.0
Williamson,IL,33646.0,33831.0
Williamson,TN,103812.0,108349.0
Williamson,TX,250106.0,258207.0
Wilson,KS,4362.0,4496.0
Wilson,NC,38532.0,42847.0
Wilson,TN,63009.0,65865.0
Wilson,TX,23703.0,23502.0
Windham,CT,57906.0,58768.0
Windham,VT,21172.0,22160.0
Windsor,VT,27171.0,28314.0
Winkler,TX,3968.0,3809.0
Winn,LA,7712.0,6919.0
Winnebago,IA,5142.0,5403.0
Winnebago,IL,140454.0,147058.0
Winnebago,WI,85384.0,84156.0
Winneshiek,IA,10306.0,10269.0
Winona,MN,25183.0,25809.0
Winston,AL,11850.0,12118.0
Winston,MS,8998.0,9484.0
Wirt,WV,2944.0,2856.0
Wise,TX,31766.0,31481.0
Wise,VA,20612.0,18927.0
Wolfe,KY,3522.0,3729.0
Wood,OH,63767.0,65737.0
Wood,TX,21523.0,21792.0
Wood,WI,36265.0,37162.0
Wood,WV,41458.0,44558.0
Woodbury,IA,50496.0,51901.0
Woodford,IL,19374.0,19568.0
Woodford,KY,12356.0,13461.0
Woodruff,AR,3193.0,3570.0
Woods,OK,4949.0,4183.0
Woodson,KS,1574.0,1604.0
Woodward,OK,11155.0,9985.0
Worcester,MA,403587.0,414662.0
Worcester,MD,25205.0,26354.0
Worth,GA,10171.0,10638.0
Worth,IA,3734.0,3768.0
Worth,MO,999.0,1054.0
Wright,IA,6431.0,6433.0
Wright,MN,66046.0,65084.0
Wright,MO,9012.0,9292.0
Wyandot,OH,10992.0,11198.0
Wyandotte,KS,80545.0,82682.0
Wyoming,NY,22032.0,18854.0
Wyoming,PA,13958.0,13802.0
Wyoming,WV,10894.0,11236.0
Wythe,VA,14200.0,14848.0
Yadkin,NC,18574.0,19251.0
Yakima,WA,124369.0,123910.0
Yalobusha,MS,6101.0,6325.0
Yamhill,OR,51188.0,51178.0
Yancey,NC,8689.0,8916.0
Yankton,SD,11786.0,10874.0
Yates,NY,12069.0,13014.0
Yavapai,AZ,108100.0,112872.0
Yazoo,MS,14846.0,12650.0
Yell,AR,10722.0,10879.0
Yellow Medicine,MN,5096.0,4834.0
Yellowstone,MT,76868.0,79464.0
Yoakum,TX,4286.0,4195.0
Yolo,CA,103617.0,108988.0
York,ME,98215.0,103239.0
York,NE,6795.0,7037.0
York,PA,218524.0,223692.0
York,SC,121451.0,130213.0
York,VA,33024.0,34172.0
Young,TX,8922.0,9244.0
Yuba,CA,38081.0,36563.0
Yuma,AZ,104914.0,99367.0
Yuma,CO,5010.0,5099.0
Zapata,TX,7190.0,7225.0
Zavala,TX,6163.0,5989.0
Ziebach,SD,1421.0,1416.0
