county,state,cases,deaths,TotalPop
Stanton,NE,86.0,0.0,6020.0
Stark,IL,102.0,3.0,5551.0
Stark,ND,2473.0,34.0,30316.0
Stark,OH,4528.0,186.0,374273.0
Starke,IN,530.0,10.0,22966.0
Starr,TX,3585.0,186.0,63420.0
Ste. Genevieve,MO,480.0,1.0,17882.0
Stearns,MN,6666.0,53.0,155300.0
Steele,MN,845.0,4.0,36612.0
Steele,ND,65.0,1.0,1915.0
Stephens,GA,1293.0,42.0,25625.0
Stephens,OK,813.0,8.0,44293.0
Stephens,TX,166.0,4.0,9365.0
Stephenson,IL,1242.0,9.0,45839.0
Sterling,TX,21.0,0.0,1139.0
Steuben,IN,751.0,9.0,34459.0
Steuben,NY,1087.0,57.0,97539.0
Stevens,KS,245.0,1.0,5741.0
Stevens,MN,205.0,1.0,9759.0
Stevens,WA,282.0,5.0,43858.0
Stewart,GA,571.0,16.0,5832.0
Stewart,TN,362.0,13.0,13248.0
Stillwater,MT,231.0,3.0,9342.0
Stoddard,MO,951.0,15.0,29634.0
Stokes,NC,719.0,12.0,46124.0
Stone,AR,409.0,21.0,12443.0
Stone,MO,753.0,11.0,31529.0
Stone,MS,510.0,14.0,17981.0
Stonewall,TX,21.0,1.0,1084.0
Storey,NV,22.0,0.0,3891.0
Story,IA,4251.0,18.0,95888.0
Strafford,NH,787.0,14.0,126552.0
Stutsman,ND,1061.0,8.0,21058.0
Sublette,WY,187.0,1.0,10037.0
Suffolk,NY,49538.0,2021.0,1497595.0
Sullivan,IN,500.0,14.0,20900.0
Sullivan,MO,381.0,3.0,6382.0
Sullivan,NH,93.0,1.0,43073.0
Sullivan,NY,1818.0,48.0,75783.0
Sullivan,PA,21.0,1.0,6192.0
Sullivan,TN,4144.0,53.0,156519.0
Sully,SD,45.0,0.0,1390.0
Summers,WV,140.0,1.0,13210.0
Summit,CO,778.0,4.0,29722.0
Summit,OH,7580.0,272.0,541318.0
Summit,UT,1511.0,1.0,39731.0
Sumner,KS,311.0,3.0,23336.0
Sumner,TN,6500.0,117.0,175730.0
Sumter,AL,488.0,21.0,13084.0
Sumter,FL,2960.0,86.0,116754.0
Sumter,GA,967.0,68.0,30687.0
Sumter,SC,3619.0,89.0,107379.0
Sunflower,MS,1681.0,51.0,26915.0
Surry,NC,1998.0,33.0,72315.0
Surry,VA,142.0,5.0,6670.0
Susquehanna,PA,420.0,28.0,41716.0
Sussex,DE,8170.0,236.0,215551.0
Sussex,NJ,1761.0,197.0,143570.0
Sussex,VA,643.0,13.0,11595.0
Sutter,CA,1912.0,12.0,95583.0
Sutton,TX,114.0,3.0,3894.0
Suwannee,FL,3022.0,78.0,43814.0
Swain,NC,298.0,4.0,14208.0
Sweet Grass,MT,97.0,2.0,3646.0
Sweetwater,WY,585.0,2.0,44527.0
Swift,MN,245.0,2.0,9448.0
Swisher,TX,161.0,5.0,7541.0
Switzerland,IN,110.0,0.0,10617.0
Talbot,GA,180.0,8.0,6423.0
Talbot,MD,660.0,6.0,37461.0
Taliaferro,GA,31.0,0.0,1844.0
Talladega,AL,2808.0,38.0,80888.0
Tallahatchie,MS,870.0,26.0,14552.0
Tallapoosa,AL,1403.0,87.0,40756.0
Tama,IA,1053.0,38.0,17236.0
Taney,MO,1879.0,35.0,54308.0
Tangipahoa,LA,5079.0,126.0,128850.0
Taos,NM,262.0,5.0,32809.0
Tarrant,TX,68233.0,836.0,1983675.0
Tate,MS,1268.0,39.0,28333.0
Tattnall,GA,955.0,16.0,25402.0
Taylor,FL,1496.0,18.0,22350.0
Taylor,GA,237.0,12.0,8267.0
Taylor,IA,273.0,2.0,6214.0
Taylor,KY,530.0,7.0,25406.0
Taylor,TX,2298.0,69.0,135371.0
Taylor,WI,555.0,7.0,20344.0
Taylor,WV,172.0,8.0,16977.0
Tazewell,IL,3034.0,59.0,134695.0
Tazewell,VA,557.0,2.0,42689.0
Tehama,CA,953.0,14.0,63247.0
Telfair,GA,495.0,24.0,16339.0
Teller,CO,263.0,4.0,23769.0
Tensas,LA,186.0,2.0,4771.0
Terrebonne,LA,3894.0,125.0,113067.0
Terrell,GA,341.0,32.0,8978.0
Terrell,TX,4.0,0.0,721.0
Terry,TX,626.0,10.0,12755.0
Teton,ID,305.0,2.0,10776.0
Teton,MT,92.0,1.0,6040.0
Teton,WY,814.0,1.0,22923.0
Texas,MO,634.0,3.0,25714.0
Texas,OK,1849.0,10.0,21409.0
Thayer,NE,73.0,0.0,5133.0
Thomas,GA,1625.0,71.0,44909.0
Thomas,KS,363.0,2.0,7847.0
Thomas,NE,15.0,0.0,643.0
Throckmorton,TX,19.0,2.0,1541.0
Thurston,NE,353.0,4.0,7055.0
Thurston,WA,1694.0,33.0,269885.0
Tift,GA,1984.0,65.0,40531.0
Tillamook,OR,77.0,0.0,25840.0
Tillman,OK,160.0,4.0,7591.0
Tioga,NY,699.0,30.0,49322.0
Tioga,PA,253.0,3.0,41550.0
Tippah,MS,975.0,25.0,21993.0
Tippecanoe,IN,4499.0,17.0,186081.0
Tipton,IN,304.0,23.0,15290.0
Tipton,TN,2506.0,23.0,61434.0
Tishomingo,MS,845.0,41.0,19476.0
Titus,TX,1745.0,36.0,32664.0
Todd,KY,305.0,12.0,12377.0
Todd,MN,975.0,7.0,24423.0
Todd,SD,511.0,6.0,10016.0
Tolland,CT,1780.0,68.0,151596.0
Tom Green,TX,5027.0,82.0,116906.0
Tompkins,NY,656.0,0.0,104415.0
Tooele,UT,1597.0,4.0,63357.0
Toole,MT,336.0,6.0,5031.0
Toombs,GA,1523.0,57.0,27160.0
Torrance,NM,112.0,1.0,15534.0
Towner,ND,125.0,5.0,2258.0
Towns,GA,455.0,13.0,11173.0
Traill,ND,363.0,5.0,8050.0
Transylvania,NC,434.0,9.0,33291.0
Traverse,MN,63.0,0.0,3357.0
Travis,TX,32220.0,452.0,1176584.0
Treasure,MT,24.0,1.0,790.0
Trego,KS,113.0,3.0,2899.0
Trempealeau,WI,1144.0,4.0,29510.0
Treutlen,GA,315.0,12.0,6752.0
Trigg,KY,261.0,0.0,14286.0
Trimble,KY,102.0,0.0,8697.0
Trinity,CA,33.0,0.0,13037.0
Trinity,TX,208.0,8.0,14481.0
Tripp,SD,288.0,2.0,5480.0
Troup,GA,3069.0,109.0,69433.0
Trousdale,TN,1795.0,9.0,8773.0
Trumbull,OH,2544.0,137.0,203341.0
Tucker,WV,67.0,0.0,7035.0
Tulare,CA,17852.0,293.0,458809.0
Tulsa,OK,22742.0,214.0,637123.0
Tunica,MS,541.0,17.0,10276.0
Tuolumne,CA,291.0,6.0,53899.0
Turner,GA,339.0,24.0,8036.0
Turner,SD,531.0,18.0,8242.0
Tuscaloosa,AL,10792.0,145.0,204424.0
Tuscarawas,OH,1576.0,38.0,92531.0
Tuscola,MI,729.0,36.0,53569.0
Twiggs,GA,224.0,10.0,8323.0
Twin Falls,ID,4363.0,49.0,82248.0
Tyler,TX,273.0,4.0,21456.0
Tyler,WV,55.0,1.0,8949.0
Tyrrell,NC,132.0,3.0,4090.0
Uinta,WY,488.0,3.0,20758.0
Uintah,UT,0.0,0.0,36343.0
Ulster,NY,2556.0,95.0,180129.0
Umatilla,OR,3481.0,45.0,76736.0
Unicoi,TN,505.0,5.0,17830.0
Union,AR,1187.0,52.0,40022.0
Union,FL,1147.0,45.0,15300.0
Union,GA,912.0,26.0,22262.0
Union,IA,291.0,5.0,12497.0
Union,IL,821.0,25.0,17267.0
Union,IN,133.0,0.0,7225.0
Union,KY,529.0,6.0,14915.0
Union,MS,1278.0,25.0,28202.0
Union,NC,6073.0,65.0,222095.0
Union,NJ,20674.0,1374.0,557320.0
Union,NM,45.0,2.0,4216.0
Union,OH,902.0,3.0,54688.0
Union,OR,494.0,2.0,25810.0
Union,PA,745.0,11.0,45056.0
Union,SC,796.0,18.0,27772.0
Union,SD,807.0,12.0,14929.0
Union,TN,565.0,4.0,19176.0
Union,LA,1133.0,52.0,22537.0
Upshur,TX,516.0,15.0,40506.0
Upshur,WV,277.0,4.0,24604.0
Upson,GA,843.0,70.0,26241.0
Upton,TX,28.0,4.0,3575.0
Utah,UT,30400.0,83.0,576496.0
Uvalde,TX,845.0,37.0,27015.0
Val Verde,TX,2637.0,128.0,48976.0
Valencia,NM,1075.0,5.0,75845.0
Valley,ID,129.0,1.0,10104.0
Valley,MT,383.0,5.0,7561.0
Valley,NE,95.0,1.0,4252.0
Van Buren,AR,215.0,3.0,16751.0
Van Buren,IA,202.0,2.0,7308.0
Van Buren,MI,1222.0,20.0,75190.0
Van Buren,TN,217.0,2.0,5675.0
Van Wert,OH,351.0,5.0,28262.0
Van Zandt,TX,719.0,29.0,53607.0
Vance,NC,1237.0,47.0,44420.0
Vanderburgh,IN,6695.0,76.0,181831.0
Venango,PA,297.0,1.0,52880.0
Ventura,CA,14635.0,166.0,847834.0
Vermilion,IL,1974.0,12.0,79207.0
Vermilion,LA,2134.0,70.0,59841.0
Vermillion,IN,306.0,1.0,15644.0
Vernon,MO,371.0,3.0,20665.0
Vernon,WI,543.0,2.0,30378.0
Vernon,LA,1133.0,56.0,51906.0
Victoria,TX,4302.0,98.0,91518.0
Vigo,IN,3073.0,48.0,107723.0
Vilas,WI,656.0,7.0,21465.0
Vinton,OH,129.0,5.0,13142.0
Volusia,FL,13008.0,322.0,518660.0
Wabash,IL,264.0,6.0,11568.0
Wabash,IN,563.0,11.0,31848.0
Wabasha,MN,446.0,1.0,21490.0
Wabaunsee,KS,84.0,1.0,6918.0
Wadena,MN,298.0,3.0,13626.0
Wagoner,OK,1995.0,31.0,76830.0
Wahkiakum,WA,11.0,0.0,4105.0
Wake,NC,21826.0,275.0,1023811.0
Wakulla,FL,1334.0,11.0,31586.0
Waldo,ME,154.0,14.0,39280.0
Walker,AL,2966.0,95.0,64927.0
Walker,GA,1952.0,46.0,68609.0
Walker,TX,3959.0,62.0,70818.0
Walla Walla,WA,1240.0,6.0,59862.0
Wallace,KS,70.0,0.0,1591.0
Waller,TX,1012.0,17.0,48443.0
Wallowa,OR,56.0,2.0,6864.0
Walsh,ND,634.0,2.0,10920.0
Walthall,MS,650.0,27.0,14670.0
Walton,FL,2526.0,30.0,63457.0
Walton,GA,2394.0,70.0,88695.0
Walworth,SD,287.0,10.0,5502.0
Walworth,WI,3590.0,39.0,102917.0
Wapello,IA,1661.0,62.0,35321.0
Ward,ND,3586.0,54.0,69628.0
Ward,TX,175.0,1.0,11498.0
Ware,GA,1765.0,65.0,35688.0
Warren,GA,170.0,6.0,5410.0
Warren,IA,1437.0,7.0,48630.0
Warren,IL,570.0,9.0,17429.0
Warren,IN,115.0,1.0,8269.0
Warren,KY,5456.0,58.0,123824.0
Warren,MO,672.0,2.0,33554.0
Warren,MS,1583.0,56.0,47510.0
Warren,NC,491.0,7.0,20190.0
Warren,NJ,1632.0,171.0,107088.0
Warren,NY,468.0,33.0,64701.0
Warren,OH,4921.0,67.0,223868.0
Warren,PA,71.0,1.0,40345.0
Warren,TN,1542.0,11.0,40210.0
Warren,VA,621.0,21.0,38991.0
Warrick,IN,2212.0,66.0,61581.0
Wasatch,UT,1219.0,9.0,29306.0
Wasco,OR,362.0,16.0,25687.0
Waseca,MN,961.0,10.0,18898.0
Washakie,WY,160.0,7.0,8253.0
Washburn,WI,267.0,2.0,15638.0
Washington,AL,774.0,12.0,16746.0
Washington,AR,11881.0,154.0,223683.0
Washington,CO,106.0,0.0,4809.0
Washington,FL,1255.0,24.0,24472.0
Washington,GA,792.0,13.0,20506.0
Washington,IA,729.0,12.0,22095.0
Washington,ID,484.0,8.0,9996.0
Washington,IL,353.0,2.0,14260.0
Washington,IN,428.0,3.0,27807.0
Washington,KS,39.0,0.0,5572.0
Washington,KY,274.0,2.0,11999.0
Washington,MD,2378.0,47.0,149546.0
Washington,ME,68.0,0.0,31822.0
Washington,MN,6958.0,75.0,250979.0
Washington,MO,728.0,20.0,24968.0
Washington,MS,2689.0,100.0,48002.0
Washington,NC,264.0,8.0,12331.0
Washington,NE,559.0,7.0,20414.0
Washington,NY,350.0,14.0,62183.0
Washington,OH,461.0,25.0,60871.0
Washington,OK,1397.0,42.0,51867.0
Washington,OR,6230.0,79.0,572071.0
Washington,PA,2153.0,37.0,207661.0
Washington,TN,3948.0,59.0,126437.0
Washington,TX,719.0,50.0,34667.0
Washington,UT,0.0,0.0,155577.0
Washington,VA,1078.0,26.0,54457.0
Washington,VT,137.0,2.0,58691.0
Washington,WI,4887.0,44.0,133967.0
Washington,LA,1757.0,72.0,46449.0
Washita,OK,193.0,0.0,11550.0
Washoe,NV,13637.0,198.0,445551.0
Washtenaw,MI,5800.0,119.0,361509.0
Watauga,NC,1434.0,6.0,53421.0
Watonwan,MN,593.0,4.0,10936.0
Waukesha,WI,13463.0,125.0,396731.0
Waupaca,WI,2616.0,47.0,51651.0
Waushara,WI,1107.0,5.0,24170.0
Wayne,GA,1268.0,33.0,29833.0
Wayne,IA,161.0,4.0,6405.0
Wayne,IL,546.0,18.0,16569.0
Wayne,IN,1727.0,36.0,66972.0
Wayne,KY,300.0,2.0,20692.0
Wayne,MI,42172.0,3060.0,1763822.0
Wayne,MO,331.0,3.0,13369.0
Wayne,MS,1040.0,22.0,20458.0
Wayne,NC,4756.0,81.0,124496.0
Wayne,NE,386.0,2.0,9409.0
Wayne,NY,561.0,5.0,91442.0
Wayne,OH,1858.0,73.0,115915.0
Wayne,PA,294.0,12.0,51656.0
Wayne,TN,1624.0,7.0,16713.0
Wayne,UT,0.0,0.0,2700.0
Wayne,WV,626.0,11.0,41063.0
Weakley,TN,1636.0,26.0,33776.0
Webb,TX,15413.0,355.0,269624.0
Weber,UT,0.0,0.0,244101.0
Webster,GA,44.0,2.0,2627.0
Webster,IA,2045.0,15.0,36945.0
Webster,KY,349.0,5.0,13180.0
Webster,MO,1239.0,16.0,37558.0
Webster,MS,384.0,13.0,9868.0
Webster,NE,124.0,0.0,3597.0
Webster,WV,36.0,0.0,8637.0
Webster,LA,1495.0,41.0,40043.0
Weld,CO,6766.0,159.0,285729.0
Wells,IN,562.0,13.0,27832.0
Wells,ND,201.0,0.0,4089.0
West Baton Rouge,LA,972.0,42.0,25518.0
West Carroll,LA,379.0,13.0,11274.0
West Feliciana,LA,755.0,25.0,15376.0
Westchester,NY,40946.0,1472.0,975321.0
Westmoreland,PA,4538.0,104.0,356835.0
Westmoreland,VA,351.0,5.0,17596.0
Weston,WY,164.0,0.0,7117.0
Wetzel,WV,229.0,7.0,15793.0
Wexford,MI,192.0,4.0,32915.0
Wharton,TX,1471.0,60.0,41430.0
Whatcom,WA,1615.0,50.0,212738.0
Wheatland,MT,73.0,3.0,2108.0
Wheeler,GA,370.0,17.0,7952.0
Wheeler,NE,4.0,0.0,846.0
Wheeler,OR,1.0,0.0,1415.0
Wheeler,TX,91.0,0.0,5599.0
White,AR,1622.0,33.0,78706.0
White,GA,1022.0,24.0,28509.0
White,IL,299.0,5.0,14186.0
White,IN,692.0,16.0,24279.0
White,TN,1273.0,15.0,26394.0
White Pine,NV,122.0,1.0,9858.0
Whiteside,IL,1804.0,31.0,56823.0
Whitfield,GA,5701.0,64.0,103963.0
Whitley,IN,573.0,6.0,33481.0
Whitley,KY,882.0,7.0,36027.0
Whitman,WA,1832.0,18.0,47794.0
Wibaux,MT,44.0,0.0,1121.0
Wichita,KS,44.0,0.0,2157.0
Wichita,TX,4001.0,49.0,131778.0
Wicomico,MD,2572.0,51.0,102014.0
Wilbarger,TX,384.0,4.0,12972.0
Wilcox,AL,576.0,12.0,10919.0
Wilcox,GA,259.0,25.0,8896.0
Wilkes,GA,317.0,7.0,9905.0
Wilkes,NC,1869.0,38.0,68525.0
Wilkin,MN,150.0,4.0,6398.0
Wilkinson,GA,374.0,17.0,9147.0
Wilkinson,MS,346.0,21.0,9084.0
Will,IL,20657.0,445.0,687727.0
Willacy,TX,1251.0,56.0,21839.0
Williams,ND,1989.0,18.0,32916.0
Williams,OH,452.0,4.0,37061.0
Williamsburg,SC,1467.0,50.0,32256.0
Williamson,IL,2062.0,61.0,67477.0
Williamson,TN,7582.0,57.0,212161.0
Williamson,TX,9588.0,156.0,508313.0
Wilson,KS,122.0,3.0,8858.0
Wilson,NC,3173.0,64.0,81379.0
Wilson,TN,4999.0,64.0,128874.0
Wilson,TX,1004.0,28.0,47205.0
Windham,CT,1469.0,19.0,116674.0
Windham,VT,153.0,3.0,43332.0
Windsor,VT,128.0,2.0,55485.0
Winkler,TX,153.0,5.0,7777.0
Winn,LA,699.0,20.0,14631.0
Winnebago,IA,544.0,20.0,10545.0
Winnebago,IL,11638.0,187.0,287512.0
Winnebago,WI,9438.0,67.0,169540.0
Winneshiek,IA,544.0,9.0,20575.0
Winona,MN,1406.0,19.0,50992.0
Winston,AL,981.0,13.0,23968.0
Winston,MS,885.0,22.0,18482.0
Wirt,WV,56.0,0.0,5800.0
Wise,TX,965.0,16.0,63247.0
Wise,VA,712.0,10.0,39539.0
Wolfe,KY,74.0,0.0,7251.0
Wood,OH,2808.0,84.0,129504.0
Wood,TX,664.0,40.0,43315.0
Wood,WI,1933.0,10.0,73427.0
Wood,WV,720.0,6.0,86016.0
Woodbury,IA,7729.0,100.0,102397.0
Woodford,IL,781.0,17.0,38942.0
Woodford,KY,419.0,0.0,25817.0
Woodruff,AR,136.0,0.0,6763.0
Woods,OK,190.0,0.0,9132.0
Woodson,KS,27.0,0.0,3178.0
Woodward,OK,1297.0,6.0,21140.0
Worcester,MA,17017.0,1177.0,818249.0
Worcester,MD,1242.0,31.0,51559.0
Worth,GA,612.0,35.0,20809.0
Worth,IA,161.0,0.0,7502.0
Worth,MO,36.0,0.0,2053.0
Wright,IA,803.0,1.0,12864.0
Wright,MN,2982.0,16.0,131130.0
Wright,MO,620.0,8.0,18304.0
Wyandot,OH,337.0,13.0,22190.0
Wyandotte,KS,8564.0,165.0,163227.0
Wyoming,NY,203.0,5.0,40886.0
Wyoming,PA,171.0,8.0,27760.0
Wyoming,WV,359.0,5.0,22130.0
Wythe,VA,353.0,7.0,29048.0
Yadkin,NC,1102.0,9.0,37825.0
Yakima,WA,12003.0,273.0,248279.0
Yalobusha,MS,578.0,18.0,12426.0
Yamhill,OR,1043.0,15.0,102366.0
Yancey,NC,340.0,1.0,17605.0
Yankton,SD,940.0,6.0,22660.0
Yates,NY,134.0,7.0,25083.0
Yavapai,AZ,3029.0,91.0,220972.0
Yazoo,MS,1277.0,35.0,27496.0
Yell,AR,1368.0,31.0,21601.0
Yellow Medicine,MN,335.0,7.0,9930.0
Yellowstone,MT,6988.0,94.0,156332.0
Yoakum,TX,338.0,7.0,8481.0
Yolo,CA,3303.0,60.0,212605.0
York,ME,1446.0,21.0,201454.0
York,NE,558.0,2.0,13832.0
York,PA,6742.0,207.0,442216.0
York,SC,7000.0,107.0,251664.0
York,VA,658.0,9.0,67196.0
Young,TX,620.0,11.0,18166.0
Yuba,CA,1353.0,10.0,74644.0
Yuma,AZ,13994.0,358.0,204281.0
Yuma,CO,227.0,1.0,10109.0
Zapata,TX,358.0,9.0,14415.0
Zavala,TX,470.0,19.0,12152.0
Ziebach,SD,108.0,2.0,2837.0
