county,state,Poverty,Income,IncomePerCap,Unemployment
Platte,NE,8.6,58679.0,28187.0,3.9
Platte,WY,10.5,47380.0,31242.0,2.5
Pleasants,WV,16.6,45152.0,24605.0,7.4
Plumas,CA,13.3,50266.0,32056.0,9.4
Plymouth,IA,9.1,61316.0,30686.0,2.9
Plymouth,MA,8.0,82081.0,39247.0,6.0
Pocahontas,IA,13.2,45969.0,27553.0,3.5
Pocahontas,WV,17.6,37111.0,23219.0,6.3
Poinsett,AR,21.4,37487.0,18361.0,5.4
Pointe Coupee,LA,17.5,43964.0,27160.0,8.3
Polk,AR,26.6,33870.0,18735.0,8.5
Polk,FL,17.3,45988.0,22579.0,7.7
Polk,GA,19.0,40652.0,22314.0,7.2
Polk,IA,11.7,63530.0,33524.0,4.7
Polk,MN,12.4,55393.0,28260.0,3.6
Polk,MO,14.4,44805.0,21357.0,5.8
Polk,NC,10.9,48412.0,29728.0,6.3
Polk,NE,7.6,63667.0,32424.0,4.6
Polk,OR,15.4,56032.0,25928.0,8.3
Polk,TN,17.0,42307.0,24247.0,6.1
Polk,TX,18.7,43267.0,23023.0,8.5
Polk,WI,9.9,53551.0,27993.0,4.8
Pondera,MT,19.0,44597.0,22866.0,5.8
Pontotoc,MS,17.0,41865.0,20421.0,6.3
Pontotoc,OK,17.3,46689.0,23862.0,5.1
Pope,AR,19.8,40668.0,21650.0,7.3
Pope,IL,12.7,41139.0,22191.0,9.1
Pope,MN,7.9,58198.0,32454.0,3.0
Portage,OH,14.5,53816.0,27985.0,7.2
Portage,WI,13.1,54620.0,28363.0,4.6
Porter,IN,11.0,65979.0,31879.0,5.7
Posey,IN,9.5,60992.0,30763.0,3.4
Pottawatomie,KS,9.7,64410.0,27978.0,3.9
Pottawatomie,OK,17.0,46159.0,22284.0,6.7
Pottawattamie,IA,11.2,56291.0,29085.0,4.7
Potter,PA,14.4,41406.0,23213.0,6.7
Potter,SD,6.5,51597.0,32853.0,0.9
Potter,TX,21.7,41852.0,21941.0,4.2
Powder River,MT,8.2,51136.0,31211.0,2.4
Powell,KY,24.1,34647.0,19302.0,5.4
Powell,MT,14.6,44352.0,23990.0,1.5
Power,ID,11.6,47602.0,21513.0,10.2
Poweshiek,IA,10.7,51456.0,27679.0,4.6
Powhatan,VA,5.5,80441.0,33807.0,4.0
Prairie,AR,16.8,41244.0,22653.0,7.6
Prairie,MT,10.1,50850.0,28366.0,2.5
Pratt,KS,10.9,53415.0,27063.0,4.1
Preble,OH,12.4,52661.0,25374.0,5.8
Prentiss,MS,22.5,32854.0,19016.0,7.0
Presidio,TX,26.3,26486.0,15329.0,9.8
Presque Isle,MI,14.9,43758.0,24793.0,11.4
Preston,WV,15.2,46673.0,22540.0,8.4
Price,WI,11.9,45680.0,27161.0,2.9
Prince Edward,VA,21.4,44147.0,19751.0,5.2
Prince George,VA,12.3,68461.0,27970.0,8.5
Prince George's,MD,9.3,78607.0,34391.0,7.3
Prince William,VA,7.0,101059.0,38225.0,5.0
Providence,RI,16.7,52530.0,29025.0,7.6
Prowers,CO,18.3,41740.0,22033.0,8.4
Pueblo,CO,19.8,42386.0,23110.0,9.3
Pulaski,AR,17.3,48850.0,29855.0,5.9
Pulaski,GA,21.8,38750.0,18623.0,6.7
Pulaski,IL,17.1,34655.0,20195.0,10.4
Pulaski,IN,13.2,47633.0,24445.0,6.9
Pulaski,KY,25.2,35022.0,21036.0,8.6
Pulaski,MO,12.8,51137.0,21716.0,8.8
Pulaski,VA,13.9,49691.0,26328.0,6.9
Pushmataha,OK,20.3,35414.0,22596.0,7.9
Putnam,FL,27.6,33619.0,18950.0,10.3
Putnam,GA,16.2,48340.0,27498.0,6.5
Putnam,IL,8.9,64741.0,33697.0,5.2
Putnam,IN,11.6,55295.0,23842.0,5.1
Putnam,MO,16.9,37028.0,20729.0,5.9
Putnam,NY,4.8,99608.0,44063.0,5.3
Putnam,OH,7.2,61161.0,28568.0,2.9
Putnam,TN,23.3,37802.0,23337.0,6.8
Putnam,WV,9.3,59113.0,30690.0,3.5
Quay,NM,21.6,26663.0,18220.0,4.0
Queen Anne's,MD,6.4,89241.0,40553.0,3.7
Queens,NY,13.7,62008.0,28814.0,6.9
Quitman,GA,22.8,26750.0,18921.0,12.1
Quitman,MS,37.5,25671.0,15189.0,24.3
Rabun,GA,20.3,39297.0,26942.0,5.7
Racine,WI,11.9,58334.0,29582.0,5.8
Rains,TX,13.1,48308.0,23976.0,5.7
Raleigh,WV,17.6,42386.0,23435.0,7.6
Ralls,MO,13.3,50161.0,24687.0,4.5
Ramsey,MN,15.0,60301.0,32544.0,5.5
Ramsey,ND,12.1,55927.0,33884.0,1.3
Randall,TX,9.6,65564.0,32922.0,3.7
Randolph,AL,18.7,39485.0,20983.0,5.8
Randolph,AR,20.9,35930.0,20932.0,3.5
Randolph,GA,35.1,30640.0,19781.0,8.9
Randolph,IL,12.3,49717.0,24716.0,4.4
Randolph,IN,17.0,44985.0,23427.0,5.6
Randolph,MO,16.5,44754.0,19984.0,6.1
Randolph,NC,16.7,43598.0,22349.0,6.1
Randolph,WV,18.3,40094.0,23642.0,7.3
Rankin,MS,8.5,61605.0,29055.0,4.5
Ransom,ND,6.6,62524.0,33574.0,2.4
Rapides,LA,19.5,42655.0,23486.0,7.7
Rappahannock,VA,8.9,62541.0,38185.0,2.9
Ravalli,MT,16.0,44733.0,25151.0,6.8
Rawlins,KS,8.7,50893.0,27615.0,1.5
Ray,MO,15.6,57270.0,26781.0,5.4
Reagan,TX,18.0,59760.0,25273.0,3.9
Real,TX,20.2,36493.0,20873.0,6.1
Red Lake,MN,9.4,52500.0,26988.0,2.9
Red River,TX,16.5,35356.0,21177.0,9.0
Red River,LA,20.4,41510.0,25154.0,4.7
Red Willow,NE,11.7,42882.0,25006.0,4.9
Redwood,MN,11.8,51871.0,27543.0,3.0
Reeves,TX,13.2,49390.0,18992.0,8.0
Refugio,TX,16.6,50338.0,23959.0,7.9
Reno,KS,14.0,47897.0,25267.0,5.0
Rensselaer,NY,12.6,63166.0,33067.0,5.8
Renville,MN,11.0,56721.0,31215.0,2.7
Renville,ND,4.8,66023.0,30888.0,0.9
Republic,KS,11.7,43489.0,27121.0,2.6
Reynolds,MO,17.3,40265.0,21593.0,7.6
Rhea,TN,21.9,39368.0,22031.0,7.9
Rice,KS,16.4,48333.0,23355.0,6.5
Rice,MN,11.5,63311.0,28603.0,3.6
Rich,UT,18.0,52917.0,19512.0,1.8
Richardson,NE,16.3,46839.0,28109.0,4.0
Richland,IL,15.0,46454.0,25262.0,6.3
Richland,MT,5.9,66572.0,33709.0,2.6
Richland,ND,9.7,60551.0,29818.0,2.4
Richland,OH,15.6,44138.0,23439.0,7.5
Richland,SC,16.7,52082.0,28018.0,7.7
Richland,WI,13.6,48234.0,24941.0,3.5
Richland,LA,28.2,34745.0,19975.0,7.0
Richmond,GA,24.2,39430.0,21464.0,11.6
Richmond,NC,26.1,33607.0,19966.0,10.0
Richmond,NY,12.9,76244.0,33922.0,5.5
Richmond,VA,17.4,47341.0,19728.0,6.4
Riley,KS,22.0,48428.0,26619.0,5.6
Ringgold,IA,10.9,50642.0,27621.0,5.0
Rio Arriba,NM,26.4,33422.0,19602.0,8.9
Rio Blanco,CO,11.8,57991.0,28185.0,6.3
Rio Grande,CO,18.1,38534.0,22412.0,8.8
Ripley,IN,10.5,53698.0,25385.0,5.7
Ripley,MO,23.4,33849.0,18434.0,7.2
Ritchie,WV,18.5,41497.0,21533.0,8.5
Riverside,CA,15.6,60807.0,25700.0,9.9
Roane,TN,15.4,45407.0,25555.0,8.2
Roane,WV,19.3,37931.0,20723.0,9.2
Roanoke,VA,8.0,62134.0,33717.0,4.8
Roberts,SD,18.8,51228.0,25767.0,7.0
Roberts,TX,3.3,79167.0,34555.0,2.4
Robertson,KY,30.4,30694.0,21764.0,5.9
Robertson,TN,11.3,57424.0,26441.0,6.9
Robertson,TX,15.2,52189.0,23337.0,7.7
Robeson,NC,29.2,32407.0,17161.0,9.6
Rock,MN,11.0,56753.0,29000.0,1.9
Rock,NE,9.7,52361.0,33867.0,1.4
Rock,WI,14.3,53410.0,26954.0,6.4
Rock Island,IL,14.6,51426.0,27822.0,7.1
Rockbridge,VA,15.6,53918.0,31534.0,5.0
Rockcastle,KY,21.0,35888.0,19750.0,9.7
Rockdale,GA,16.3,54175.0,24254.0,8.7
Rockingham,NC,18.5,41700.0,22521.0,7.2
Rockingham,VA,10.2,57651.0,28884.0,4.6
Rockland,NY,14.2,88571.0,36898.0,6.3
Rockwall,TX,5.8,93269.0,38933.0,4.9
Roger Mills,OK,18.4,51286.0,27797.0,3.4
Rogers,OK,9.4,61320.0,29824.0,5.0
Rolette,ND,32.4,36170.0,18075.0,7.4
Rooks,KS,11.3,48352.0,25415.0,3.4
Roosevelt,MT,29.1,39219.0,18030.0,10.2
Roosevelt,NM,27.5,35928.0,18954.0,10.7
Roscommon,MI,19.8,37834.0,22333.0,13.0
Roseau,MN,9.2,56273.0,27935.0,2.6
Rosebud,MT,19.1,54709.0,23832.0,8.6
Ross,OH,18.2,45792.0,22714.0,7.6
Routt,CO,10.7,67472.0,38111.0,3.1
Rowan,KY,26.7,36411.0,19032.0,4.5
Rowan,NC,16.8,46978.0,23838.0,9.2
Runnels,TX,16.3,41226.0,22190.0,3.2
Rush,IN,18.3,47955.0,23749.0,4.7
Rush,KS,6.7,43594.0,25983.0,4.9
Rusk,TX,15.8,49270.0,23521.0,5.7
Rusk,WI,15.2,41930.0,23574.0,4.1
Russell,AL,20.9,38988.0,21279.0,9.7
Russell,KS,13.8,48427.0,25686.0,4.8
Russell,KY,25.3,34660.0,18857.0,9.4
Russell,VA,17.6,40083.0,21673.0,6.8
Rutherford,NC,19.6,38573.0,21092.0,8.7
Rutherford,TN,11.8,62149.0,27932.0,5.1
Rutland,VT,11.4,52635.0,28443.0,4.7
Sabine,TX,20.0,33561.0,20876.0,7.1
Sabine,LA,19.6,40695.0,22980.0,9.5
Sac,IA,9.4,53254.0,29502.0,4.0
Sacramento,CA,16.7,60239.0,29693.0,8.8
Saginaw,MI,17.7,45034.0,25348.0,8.2
Saguache,CO,21.0,34765.0,22267.0,7.7
Salem,NJ,14.2,63934.0,31681.0,8.0
Saline,AR,8.0,58985.0,28410.0,4.3
Saline,IL,20.6,40722.0,22725.0,11.3
Saline,KS,12.6,49728.0,27951.0,4.2
Saline,MO,17.3,41567.0,21729.0,4.6
Saline,NE,11.6,50932.0,22324.0,2.8
Salt Lake,UT,10.4,67922.0,30134.0,4.3
Saluda,SC,20.5,41885.0,20390.0,6.7
Sampson,NC,24.3,37765.0,20872.0,9.5
San Augustine,TX,24.4,32394.0,21066.0,13.4
San Benito,CA,9.7,80760.0,30012.0,8.8
San Bernardino,CA,18.2,57156.0,22867.0,9.9
San Diego,CA,13.3,70588.0,34350.0,7.1
San Francisco,CA,11.7,96265.0,59508.0,5.4
San Jacinto,TX,17.2,43421.0,22308.0,6.5
San Joaquin,CA,17.1,57813.0,24694.0,10.1
San Juan,CO,3.3,46397.0,28889.0,9.8
San Juan,NM,20.8,49686.0,22665.0,9.6
San Juan,UT,28.4,42581.0,17385.0,8.4
San Juan,WA,10.7,60271.0,40784.0,4.0
San Luis Obispo,CA,13.8,67175.0,33972.0,4.8
San Mateo,CA,7.3,105667.0,53516.0,4.7
San Miguel,CO,10.5,62243.0,42015.0,3.8
San Miguel,NM,30.9,29168.0,18012.0,5.3
San Patricio,TX,15.2,53332.0,24613.0,4.9
San Saba,TX,17.4,40301.0,22481.0,3.2
Sanborn,SD,9.7,54677.0,31965.0,3.0
Sanders,MT,21.2,36445.0,23020.0,7.6
Sandoval,NM,14.7,60345.0,27406.0,8.0
Sandusky,OH,13.6,50370.0,25219.0,5.4
Sangamon,IL,15.6,58687.0,33277.0,6.9
Sanilac,MI,15.0,44417.0,23924.0,7.7
Sanpete,UT,16.9,50928.0,17426.0,6.8
Santa Barbara,CA,15.4,68023.0,32872.0,6.6
Santa Clara,CA,8.6,106761.0,48689.0,5.7
Santa Cruz,AZ,21.8,39630.0,19482.0,8.7
Santa Cruz,CA,14.7,73663.0,36388.0,6.7
Santa Fe,NM,14.4,57945.0,35801.0,5.5
Santa Rosa,FL,11.3,62731.0,28908.0,6.3
Sarasota,FL,10.5,55236.0,37054.0,5.7
Saratoga,NY,6.6,77548.0,39653.0,4.6
Sargent,ND,4.3,60824.0,36207.0,1.0
Sarpy,NE,5.3,75752.0,33103.0,3.3
Sauk,WI,11.3,54447.0,28331.0,3.6
Saunders,NE,9.0,65015.0,31163.0,2.2
Sawyer,WI,17.7,43565.0,29712.0,6.2
Schenectady,NY,12.4,61315.0,29981.0,7.3
Schleicher,TX,10.2,63432.0,28112.0,6.3
Schley,GA,22.2,41267.0,19761.0,14.2
Schoharie,NY,13.9,51842.0,26953.0,7.5
Schoolcraft,MI,21.4,37428.0,21534.0,13.9
Schuyler,IL,21.5,47321.0,23670.0,6.9
Schuyler,MO,18.4,38848.0,19882.0,6.0
Schuyler,NY,15.3,47810.0,25285.0,7.2
Schuylkill,PA,12.5,47642.0,25224.0,6.9
Scioto,OH,23.9,38978.0,22586.0,7.9
Scotland,MO,16.7,42939.0,23785.0,4.6
Scotland,NC,29.8,32739.0,17103.0,12.7
Scott,AR,20.5,37396.0,18077.0,10.6
Scott,IA,12.3,57681.0,30798.0,4.2
Scott,IL,14.9,48542.0,26918.0,8.8
Scott,IN,13.7,49243.0,24186.0,5.6
Scott,KS,4.3,62198.0,31825.0,5.4
Scott,KY,11.5,65598.0,30702.0,4.8
Scott,MN,5.6,93151.0,38322.0,3.5
Scott,MO,20.1,41628.0,22939.0,6.0
Scott,MS,27.8,33601.0,20520.0,10.9
Scott,TN,26.2,31875.0,18748.0,9.4
Scott,VA,17.7,38725.0,20969.0,6.2
Scotts Bluff,NE,13.2,47975.0,26532.0,5.2
Screven,GA,22.6,36556.0,20255.0,5.5
Scurry,TX,12.8,54565.0,24140.0,4.6
Searcy,AR,17.4,36716.0,21475.0,3.6
Sebastian,AR,22.5,40932.0,23916.0,5.6
Sedgwick,CO,17.0,49583.0,24666.0,6.8
Sedgwick,KS,14.7,52841.0,27583.0,5.6
Seminole,FL,11.8,60739.0,31363.0,6.6
Seminole,GA,25.5,33999.0,21257.0,7.3
Seminole,OK,22.7,37741.0,19605.0,8.0
Seneca,NY,11.8,51601.0,26541.0,4.9
Seneca,OH,15.2,49153.0,25004.0,5.9
Sequatchie,TN,14.4,51312.0,22744.0,7.8
Sequoyah,OK,24.6,37455.0,19253.0,8.7
Sevier,AR,21.2,43675.0,18388.0,6.6
Sevier,TN,15.3,44473.0,23298.0,6.2
Sevier,UT,13.3,50850.0,21196.0,4.8
Seward,KS,18.8,47535.0,21158.0,7.3
Seward,NE,9.2,63095.0,29398.0,2.5
Shackelford,TX,17.7,46685.0,24296.0,7.0
Shannon,MO,30.5,31202.0,17903.0,8.1
Sharkey,MS,29.0,30033.0,17192.0,14.9
Sharp,AR,23.3,31792.0,20078.0,6.7
Shasta,CA,18.1,47258.0,26455.0,6.8
Shawano,WI,11.5,51751.0,26627.0,3.9
Shawnee,KS,13.2,54667.0,28584.0,5.4
Sheboygan,WI,8.2,56114.0,28849.0,4.4
Shelby,AL,8.3,74063.0,35330.0,4.3
Shelby,IA,8.7,55638.0,30799.0,3.7
Shelby,IL,12.1,49807.0,24808.0,4.4
Shelby,IN,10.6,57216.0,27317.0,4.9
Shelby,KY,12.4,63171.0,30240.0,4.4
Shelby,MO,15.5,42593.0,22349.0,4.8
Shelby,OH,8.9,57673.0,28410.0,5.3
Shelby,TN,20.8,48415.0,28117.0,8.6
Shelby,TX,23.1,38121.0,20686.0,7.4
Shenandoah,VA,10.3,53934.0,27016.0,5.2
Sherburne,MN,6.4,83895.0,33048.0,3.6
Sheridan,KS,4.8,56607.0,30165.0,2.1
Sheridan,MT,12.2,51940.0,32833.0,2.7
Sheridan,ND,15.4,49750.0,34172.0,3.6
Sheridan,NE,15.8,41209.0,25817.0,1.5
Sheridan,WY,6.8,56455.0,31643.0,3.1
Sherman,KS,16.5,52030.0,25653.0,4.1
Sherman,NE,10.7,48704.0,27983.0,1.7
Sherman,OR,13.7,42074.0,34226.0,4.9
Sherman,TX,14.8,54961.0,25358.0,1.5
Shiawassee,MI,13.1,50967.0,25218.0,7.1
Shoshone,ID,17.4,39835.0,23834.0,8.9
Sibley,MN,8.5,60848.0,29884.0,4.5
Sierra,CA,12.3,44190.0,31750.0,5.3
Sierra,NM,21.2,29690.0,22749.0,11.4
Silver Bow,MT,19.2,40480.0,26248.0,5.9
Simpson,KY,17.4,44989.0,22663.0,5.1
Simpson,MS,27.1,37591.0,19336.0,9.9
Sioux,IA,7.9,66022.0,27339.0,2.2
Sioux,ND,37.1,40795.0,15944.0,19.1
Sioux,NE,12.4,45375.0,26852.0,0.0
Siskiyou,CA,20.7,40884.0,24605.0,9.1
Skagit,WA,14.3,59263.0,30069.0,6.4
Skamania,WA,13.3,53606.0,28644.0,6.2
Slope,ND,6.8,61250.0,35118.0,1.3
Smith,KS,13.3,45357.0,28122.0,3.0
Smith,MS,18.2,37697.0,21864.0,4.7
Smith,TN,14.1,44275.0,23015.0,3.7
Smith,TX,16.3,50742.0,26270.0,6.5
Smyth,VA,17.4,40544.0,22319.0,6.3
Snohomish,WA,8.8,78020.0,35737.0,5.4
Snyder,PA,11.3,54182.0,24961.0,3.6
Socorro,NM,26.6,34008.0,17017.0,4.2
Solano,CA,11.5,72950.0,31934.0,8.5
Somerset,MD,22.5,39239.0,18395.0,10.2
Somerset,NJ,4.8,106046.0,51923.0,4.9
Somerset,PA,12.7,46132.0,23877.0,6.1
Somervell,TX,21.5,52346.0,27095.0,2.8
Sonoma,CA,10.7,71769.0,37767.0,5.9
Southampton,VA,11.7,53681.0,25784.0,4.3
Spalding,GA,21.6,42398.0,21675.0,8.3
Spartanburg,SC,15.6,47575.0,24786.0,6.2
Spencer,IN,9.7,55280.0,29114.0,5.7
Spencer,KY,8.7,68916.0,30779.0,5.6
Spink,SD,9.9,52000.0,31957.0,1.9
Spokane,WA,15.2,52159.0,28325.0,6.3
Spotsylvania,VA,8.0,81434.0,33859.0,5.5
St. Bernard,LA,19.7,45265.0,20431.0,10.7
St. Charles,MO,5.7,78380.0,35628.0,3.6
St. Charles,LA,12.2,64707.0,30378.0,7.3
St. Clair,AL,13.7,53483.0,24686.0,5.8
St. Clair,IL,17.0,51103.0,28643.0,7.8
St. Clair,MI,13.3,53641.0,27807.0,7.6
St. Clair,MO,22.2,35066.0,20827.0,8.0
St. Croix,WI,4.8,77768.0,36561.0,3.3
St. Francis,AR,27.5,33102.0,16518.0,10.0
St. Francois,MO,15.4,42873.0,20944.0,6.5
St. Helena,LA,26.4,35254.0,21148.0,15.7
St. James,LA,15.6,52055.0,25724.0,8.2
St. John the Baptist,LA,17.9,53628.0,23380.0,7.3
St. Johns,FL,9.1,73640.0,39563.0,5.3
St. Joseph,IN,17.1,48121.0,25893.0,6.4
St. Joseph,MI,15.7,47856.0,23702.0,5.3
St. Landry,LA,27.9,32163.0,19205.0,5.5
St. Lawrence,NY,19.4,48330.0,23554.0,8.8
St. Louis,MN,15.4,50936.0,29197.0,5.1
St. Louis,MO,9.8,62931.0,38081.0,5.9
St. Lucie,FL,16.6,47132.0,24940.0,7.6
St. Martin,LA,17.7,47279.0,23654.0,6.4
St. Mary,LA,19.5,41345.0,22212.0,8.5
St. Mary's,MD,8.2,86508.0,37528.0,4.2
St. Tammany,LA,10.8,66539.0,33149.0,6.4
Stafford,KS,14.5,47121.0,25941.0,3.7
Stafford,VA,4.7,103005.0,39158.0,4.3
Stanislaus,CA,17.2,54260.0,24007.0,11.8
Stanley,SD,5.8,63233.0,32862.0,1.0
Stanly,NC,15.7,46017.0,23398.0,8.0
Stanton,KS,10.8,42222.0,21062.0,2.1
Stanton,NE,9.5,57534.0,29517.0,3.1
Stark,IL,14.0,52284.0,30009.0,4.8
Stark,ND,8.1,77328.0,37978.0,3.2
Stark,OH,14.0,50117.0,27401.0,6.7
Starke,IN,16.7,45526.0,22153.0,7.6
Starr,TX,35.0,27133.0,13167.0,15.0
Ste. Genevieve,MO,16.6,50959.0,26418.0,4.6
Stearns,MN,13.1,59564.0,29148.0,4.5
Steele,MN,9.9,58882.0,29930.0,4.5
Steele,ND,3.8,65437.0,40479.0,1.8
Stephens,GA,18.1,39756.0,21657.0,11.7
Stephens,OK,15.1,44805.0,25177.0,6.8
Stephens,TX,21.3,45862.0,23044.0,4.7
Stephenson,IL,16.1,46427.0,25792.0,8.0
Sterling,TX,17.0,50000.0,25675.0,2.6
Steuben,IN,10.1,52749.0,26902.0,4.9
Steuben,NY,14.5,50157.0,27731.0,7.0
Stevens,KS,16.8,57500.0,24691.0,4.5
Stevens,MN,15.4,57552.0,31419.0,2.6
Stevens,WA,15.6,47272.0,24707.0,6.7
Stewart,GA,41.5,22413.0,14954.0,11.8
Stewart,TN,19.0,44090.0,22680.0,8.2
Stillwater,MT,6.5,61998.0,31583.0,3.6
Stoddard,MO,16.8,40076.0,21684.0,7.1
Stokes,NC,13.9,44490.0,23500.0,7.0
Stone,AR,24.2,33091.0,19881.0,8.3
Stone,MO,12.8,43292.0,26052.0,7.7
Stone,MS,17.3,46283.0,21615.0,5.6
Stonewall,TX,13.9,46786.0,28063.0,2.4
Storey,NV,7.7,63607.0,36388.0,4.2
Story,IA,22.0,52671.0,27392.0,4.4
Strafford,NH,9.5,67805.0,32540.0,4.4
Stutsman,ND,11.1,56088.0,31182.0,1.5
Sublette,WY,7.4,84911.0,32175.0,4.2
Suffolk,NY,7.2,92838.0,40277.0,5.4
Sullivan,IN,15.6,45031.0,22239.0,5.9
Sullivan,MO,15.9,42034.0,21168.0,3.4
Sullivan,NH,9.4,59419.0,31301.0,3.7
Sullivan,NY,15.9,53877.0,28224.0,9.3
Sullivan,PA,13.1,45519.0,26720.0,8.8
Sullivan,TN,16.6,42251.0,25946.0,6.8
Sully,SD,3.3,60694.0,39888.0,0.5
Summers,WV,19.0,35218.0,20142.0,11.1
Summit,CO,10.3,73538.0,37192.0,3.3
Summit,OH,13.6,53291.0,30803.0,6.4
Summit,UT,7.5,94952.0,52671.0,2.3
Sumner,KS,11.8,52695.0,25393.0,5.1
Sumner,TN,9.7,61584.0,30669.0,4.5
Sumter,AL,36.0,21663.0,14739.0,13.4
Sumter,FL,9.2,54771.0,33168.0,6.6
Sumter,GA,33.4,34219.0,18785.0,10.6
Sumter,SC,21.1,41946.0,21733.0,11.4
Sunflower,MS,32.5,28556.0,14427.0,17.6
Surry,NC,17.6,39071.0,22533.0,5.1
Surry,VA,13.6,54656.0,27162.0,7.7
Susquehanna,PA,13.0,52014.0,27823.0,6.7
Sussex,DE,12.0,57901.0,31874.0,6.1
Sussex,NJ,5.3,89238.0,41272.0,6.4
Sussex,VA,17.8,44608.0,15882.0,5.5
Sutter,CA,16.7,54347.0,24849.0,10.5
Sutton,TX,6.5,60996.0,31603.0,5.9
Suwannee,FL,20.4,40600.0,21565.0,9.1
Swain,NC,20.9,35271.0,20918.0,7.4
Sweet Grass,MT,10.4,49761.0,28065.0,0.9
Sweetwater,WY,12.0,71083.0,31700.0,5.2
Swift,MN,12.2,49556.0,29470.0,3.3
Swisher,TX,22.2,37883.0,18878.0,5.9
Switzerland,IN,19.7,43468.0,21511.0,6.6
Talbot,GA,16.9,37226.0,21351.0,8.2
Talbot,MD,10.0,65595.0,44785.0,4.4
Taliaferro,GA,31.0,30500.0,17939.0,9.5
Talladega,AL,19.3,39219.0,21382.0,10.0
Tallahatchie,MS,28.3,30000.0,14163.0,13.7
Tallapoosa,AL,21.2,42181.0,22430.0,9.2
Tama,IA,11.8,56110.0,27074.0,3.8
Taney,MO,17.1,39661.0,21381.0,6.3
Tangipahoa,LA,21.9,45901.0,23520.0,8.9
Taos,NM,21.3,35314.0,23229.0,9.7
Tarrant,TX,13.5,62532.0,30857.0,5.4
Tate,MS,19.3,46233.0,21671.0,7.7
Tattnall,GA,23.7,36355.0,16279.0,4.0
Taylor,FL,16.4,37188.0,16979.0,5.9
Taylor,GA,28.2,29875.0,18482.0,14.1
Taylor,IA,11.0,46825.0,27344.0,2.8
Taylor,KY,23.1,36455.0,19885.0,7.6
Taylor,TX,16.1,49161.0,25419.0,4.4
Taylor,WI,10.9,49821.0,26290.0,3.8
Taylor,WV,15.7,45916.0,23683.0,8.9
Tazewell,IL,8.0,60874.0,32082.0,5.1
Tazewell,VA,15.6,40309.0,24325.0,7.8
Tehama,CA,20.9,42512.0,22631.0,10.1
Telfair,GA,27.7,28044.0,13594.0,4.1
Teller,CO,7.5,66809.0,34974.0,6.7
Tensas,LA,38.0,21906.0,16194.0,15.3
Terrebonne,LA,20.1,47650.0,24017.0,6.1
Terrell,GA,35.3,32219.0,17562.0,10.4
Terrell,TX,17.1,26063.0,21204.0,6.8
Terry,TX,13.7,42441.0,21938.0,9.4
Teton,ID,8.3,55986.0,28004.0,6.2
Teton,MT,9.8,51060.0,26884.0,1.7
Teton,WY,6.8,80049.0,49200.0,1.3
Texas,MO,25.3,35571.0,17918.0,7.1
Texas,OK,16.8,49469.0,23324.0,3.1
Thayer,NE,10.9,48151.0,31129.0,1.2
Thomas,GA,19.5,41336.0,24047.0,9.3
Thomas,KS,11.1,52465.0,26718.0,1.9
Thomas,NE,12.4,53173.0,29243.0,1.9
Throckmorton,TX,17.1,37279.0,27732.0,5.2
Thurston,NE,30.5,44701.0,19380.0,15.4
Thurston,WA,11.6,66113.0,32410.0,7.7
Tift,GA,27.8,38728.0,20800.0,3.9
Tillamook,OR,15.5,45061.0,25458.0,5.5
Tillman,OK,22.1,40728.0,21422.0,5.5
Tioga,NY,11.2,57153.0,30252.0,6.5
Tioga,PA,13.4,50017.0,25353.0,6.4
Tippah,MS,22.8,39351.0,19780.0,8.9
Tippecanoe,IN,20.9,50486.0,25481.0,5.2
Tipton,IN,9.4,53931.0,28507.0,3.8
Tipton,TN,14.6,57212.0,26110.0,8.1
Tishomingo,MS,18.6,36672.0,19379.0,10.8
Titus,TX,19.3,46980.0,21090.0,6.1
Todd,KY,20.1,38248.0,19555.0,6.9
Todd,MN,13.0,49213.0,24988.0,3.8
Todd,SD,52.0,26285.0,11665.0,15.1
Tolland,CT,6.5,81312.0,37830.0,5.8
Tom Green,TX,12.9,49662.0,27513.0,3.8
Tompkins,NY,20.4,56200.0,29759.0,4.8
Tooele,UT,6.9,66542.0,24069.0,6.5
Toole,MT,16.6,46735.0,26354.0,1.0
Toombs,GA,24.4,35750.0,21309.0,10.3
Torrance,NM,27.1,35543.0,19129.0,7.8
Towner,ND,12.4,54625.0,36099.0,3.7
Towns,GA,14.7,41182.0,22301.0,6.8
Traill,ND,6.9,60952.0,31774.0,2.9
Transylvania,NC,15.5,44559.0,26037.0,6.8
Traverse,MN,10.9,48889.0,30234.0,3.2
Travis,TX,13.9,68350.0,38820.0,4.5
Treasure,MT,17.0,42454.0,22880.0,0.0
Trego,KS,4.8,55197.0,33233.0,0.8
Trempealeau,WI,9.0,54009.0,26654.0,3.3
Treutlen,GA,21.0,39375.0,20775.0,5.6
Trigg,KY,15.8,47259.0,26224.0,10.4
Trimble,KY,15.2,50998.0,26542.0,10.5
Trinity,CA,19.9,36563.0,23575.0,9.6
Trinity,TX,18.4,37398.0,20369.0,10.2
Tripp,SD,19.7,48409.0,27613.0,1.8
Troup,GA,21.3,43597.0,22091.0,8.9
Trousdale,TN,13.3,41776.0,22863.0,8.2
Trumbull,OH,17.2,45380.0,25542.0,5.9
Tucker,WV,15.3,43294.0,22385.0,7.4
Tulare,CA,27.1,44871.0,18962.0,10.0
Tulsa,OK,15.5,52017.0,29797.0,5.9
