county,state,Poverty,Income,IncomePerCap,Unemployment
Franklin,LA,28.8,34722.0,18786.0,8.8
Frederick,MD,7.2,88502.0,39566.0,5.1
Frederick,VA,5.6,71037.0,32554.0,4.1
Freeborn,MN,11.8,51174.0,27603.0,4.1
Freestone,TX,17.3,45890.0,24060.0,4.2
Fremont,CO,15.8,44712.0,20919.0,6.2
Fremont,IA,11.0,54430.0,29813.0,3.1
Fremont,ID,11.9,51806.0,21611.0,5.9
Fremont,WY,13.7,55013.0,27220.0,6.0
Fresno,CA,25.4,48730.0,22234.0,10.4
Frio,TX,20.3,37382.0,16833.0,7.3
Frontier,NE,10.9,52090.0,27900.0,3.2
Fulton,AR,23.0,36051.0,19674.0,6.9
Fulton,GA,16.0,61336.0,41041.0,7.7
Fulton,IL,15.5,48599.0,24269.0,7.7
Fulton,IN,13.3,47108.0,23557.0,3.8
Fulton,KY,25.3,28274.0,18111.0,7.6
Fulton,NY,16.0,48033.0,26298.0,7.6
Fulton,OH,10.6,57774.0,27922.0,5.9
Fulton,PA,11.5,50007.0,25273.0,6.5
Furnas,NE,13.5,43400.0,24522.0,2.5
Gadsden,FL,24.4,39830.0,19252.0,8.5
Gage,NE,9.1,52223.0,27424.0,3.2
Gaines,TX,11.0,58167.0,22656.0,4.5
Gallatin,IL,16.6,42450.0,24538.0,7.8
Gallatin,KY,13.4,50250.0,22508.0,6.0
Gallatin,MT,13.0,59397.0,33181.0,4.3
Gallia,OH,20.9,42002.0,22293.0,5.8
Galveston,TX,13.9,65702.0,33870.0,6.5
Garden,NE,11.7,48125.0,35602.0,1.4
Garfield,CO,9.6,66503.0,31483.0,5.4
Garfield,MT,5.1,47188.0,29896.0,0.0
Garfield,NE,7.2,46509.0,25856.0,1.9
Garfield,OK,13.6,50724.0,25787.0,5.3
Garfield,UT,13.1,51700.0,23228.0,4.6
Garfield,WA,11.7,51399.0,24781.0,7.2
Garland,AR,19.1,41672.0,25690.0,9.0
Garrard,KY,18.2,47906.0,24874.0,8.9
Garrett,MD,11.4,48174.0,26303.0,4.8
Garvin,OK,17.1,42567.0,22433.0,3.5
Garza,TX,13.5,53832.0,20635.0,2.0
Gasconade,MO,12.0,50687.0,25963.0,3.4
Gaston,NC,16.5,46626.0,24937.0,8.3
Gates,NC,12.4,52481.0,24335.0,8.8
Geary,KS,14.9,46096.0,21583.0,8.0
Geauga,OH,6.5,77104.0,39513.0,3.5
Gem,ID,20.7,42888.0,20041.0,6.0
Genesee,MI,20.0,45231.0,25180.0,10.8
Genesee,NY,12.8,54033.0,27499.0,5.1
Geneva,AL,22.5,39293.0,21084.0,8.9
Gentry,MO,18.1,43777.0,20903.0,4.1
George,MS,14.7,47640.0,20973.0,8.2
Georgetown,SC,18.7,46967.0,28748.0,9.6
Gibson,IN,10.7,51149.0,27342.0,3.5
Gibson,TN,17.1,41315.0,21858.0,6.1
Gila,AZ,21.9,41179.0,22433.0,11.7
Gilchrist,FL,19.8,42934.0,21145.0,7.4
Giles,TN,15.9,43925.0,22994.0,5.9
Giles,VA,11.3,49734.0,25004.0,4.8
Gillespie,TX,12.4,56267.0,32557.0,5.0
Gilliam,OR,9.9,39831.0,24178.0,7.5
Gilmer,GA,18.8,46211.0,23688.0,7.4
Gilmer,WV,25.0,37175.0,18207.0,12.3
Gilpin,CO,5.6,72544.0,45110.0,3.3
Glacier,MT,33.1,29201.0,16737.0,7.6
Glades,FL,18.0,37385.0,20476.0,10.0
Gladwin,MI,20.2,40871.0,23491.0,7.4
Glascock,GA,11.5,45273.0,19815.0,3.3
Glasscock,TX,11.6,64886.0,32885.0,0.0
Glenn,CA,19.6,46260.0,21029.0,9.2
Gloucester,NJ,7.9,81489.0,36205.0,7.4
Gloucester,VA,8.7,63881.0,32271.0,3.3
Glynn,GA,19.2,47546.0,29209.0,6.7
Gogebic,MI,20.4,36689.0,22297.0,6.7
Golden Valley,MT,18.2,43854.0,25110.0,4.4
Golden Valley,ND,9.4,44018.0,28840.0,0.9
Goliad,TX,16.4,56737.0,30075.0,6.4
Gonzales,TX,17.2,47516.0,23635.0,5.1
Goochland,VA,5.3,86652.0,47610.0,3.4
Goodhue,MN,10.8,62431.0,33477.0,4.2
Gooding,ID,15.9,42626.0,20821.0,5.5
Gordon,GA,18.8,43452.0,21208.0,5.7
Goshen,WY,13.2,48422.0,27253.0,6.5
Gosper,NE,5.7,61769.0,31901.0,4.6
Gove,KS,9.0,50817.0,29352.0,1.2
Grady,GA,25.4,39462.0,20864.0,8.0
Grady,OK,12.4,55527.0,27334.0,3.8
Grafton,NH,10.9,61036.0,35255.0,4.0
Graham,AZ,21.4,48173.0,17874.0,12.2
Graham,KS,12.3,43427.0,27165.0,1.7
Graham,NC,19.0,36030.0,19095.0,8.3
Grainger,TN,18.7,40088.0,20966.0,6.4
Grand,CO,13.1,66489.0,32919.0,4.6
Grand,UT,12.7,46658.0,25662.0,6.4
Grand Forks,ND,17.0,51410.0,30465.0,3.8
Grand Isle,VT,7.5,66111.0,38635.0,4.9
Grand Traverse,MI,9.7,58229.0,31701.0,5.4
Granite,MT,9.9,49063.0,29144.0,6.9
Grant,AR,14.4,49968.0,25814.0,8.7
Grant,IN,19.1,42046.0,21024.0,7.6
Grant,KS,10.0,57474.0,26138.0,4.6
Grant,KY,21.5,43881.0,20892.0,4.9
Grant,MN,10.6,53727.0,30359.0,4.8
Grant,ND,12.8,50875.0,33537.0,2.4
Grant,NE,21.1,45833.0,22693.0,4.5
Grant,NM,22.0,40470.0,23898.0,8.1
Grant,OK,9.6,54460.0,29002.0,3.5
Grant,OR,13.7,44826.0,25154.0,7.6
Grant,SD,7.6,56276.0,29363.0,3.3
Grant,WA,15.9,52382.0,22508.0,6.9
Grant,WI,15.3,50522.0,23753.0,3.5
Grant,WV,12.7,40093.0,21705.0,5.2
Grant,LA,20.2,40577.0,18509.0,7.9
Granville,NC,14.3,52089.0,24859.0,6.6
Gratiot,MI,20.5,42256.0,20597.0,7.4
Graves,KY,19.2,40369.0,22112.0,7.7
Gray,KS,8.5,61220.0,27031.0,2.8
Gray,TX,14.9,48314.0,23457.0,4.9
Grays Harbor,WA,16.0,45483.0,24081.0,10.1
Grayson,KY,25.7,35944.0,19520.0,6.4
Grayson,TX,14.3,52683.0,26535.0,6.5
Grayson,VA,20.2,32048.0,20525.0,7.4
Greeley,KS,11.5,47045.0,25775.0,1.1
Greeley,NE,9.8,47218.0,25544.0,1.7
Green,KY,19.0,37388.0,23448.0,5.1
Green,WI,8.9,60609.0,30208.0,2.6
Green Lake,WI,11.4,50276.0,26372.0,3.4
Greenbrier,WV,17.8,40483.0,23777.0,6.8
Greene,AL,38.8,20954.0,14197.0,14.8
Greene,AR,15.9,45566.0,22094.0,7.0
Greene,GA,21.9,45069.0,32890.0,6.5
Greene,IA,10.0,52529.0,27968.0,6.2
Greene,IL,17.9,44502.0,22836.0,6.7
Greene,IN,12.9,49648.0,24744.0,6.2
Greene,MO,18.5,43175.0,25529.0,5.0
Greene,MS,15.1,48029.0,18002.0,11.7
Greene,NC,25.8,36989.0,18662.0,9.4
Greene,NY,12.4,53214.0,27402.0,6.2
Greene,OH,12.3,65032.0,33138.0,5.7
Greene,PA,14.8,50972.0,25574.0,5.7
Greene,TN,17.2,38266.0,21960.0,7.2
Greene,VA,9.4,62952.0,30215.0,6.3
Greenlee,AZ,11.5,56298.0,24935.0,7.6
Greensville,VA,17.0,42121.0,16835.0,5.7
Greenup,KY,16.5,47517.0,25378.0,8.7
Greenville,SC,13.5,53739.0,29132.0,5.5
Greenwood,KS,12.4,41648.0,24837.0,3.9
Greenwood,SC,24.2,39196.0,22636.0,9.7
Greer,OK,19.2,35898.0,20073.0,6.6
Gregg,TX,17.6,47970.0,25144.0,4.8
Gregory,SD,15.3,42679.0,26169.0,0.8
Grenada,MS,24.2,34876.0,20150.0,10.4
Griggs,ND,8.0,50272.0,33416.0,3.0
Grimes,TX,18.6,49745.0,23585.0,5.5
Grundy,IA,5.8,65170.0,35662.0,2.9
Grundy,IL,9.4,71598.0,31914.0,5.8
Grundy,MO,20.5,41092.0,22014.0,3.6
Grundy,TN,28.5,31919.0,15824.0,12.2
Guadalupe,NM,13.0,26060.0,18086.0,1.5
Guadalupe,TX,10.6,66187.0,29300.0,4.5
Guernsey,OH,20.2,42744.0,22864.0,8.5
Guilford,NC,16.7,49253.0,28582.0,6.6
Gulf,FL,14.9,44647.0,21085.0,5.4
Gunnison,CO,14.1,52651.0,27669.0,7.3
Guthrie,IA,10.1,56306.0,30646.0,3.5
Gwinnett,GA,12.1,64496.0,27945.0,5.8
Haakon,SD,17.2,38873.0,22863.0,2.2
Habersham,GA,17.2,44474.0,20656.0,5.5
Hale,AL,26.1,34679.0,20269.0,11.7
Hale,TX,19.8,46012.0,19205.0,6.4
Halifax,NC,26.8,33573.0,20406.0,9.6
Halifax,VA,18.7,39233.0,21155.0,4.9
Hall,GA,16.1,55622.0,26283.0,4.6
Hall,NE,13.5,53807.0,26419.0,5.4
Hall,TX,22.2,31324.0,20022.0,13.0
Hamblen,TN,19.8,42042.0,21962.0,7.6
Hamilton,FL,26.6,36209.0,16109.0,12.7
Hamilton,IA,9.4,55836.0,27963.0,2.3
Hamilton,IL,13.9,47293.0,25945.0,4.0
Hamilton,IN,5.0,90582.0,44443.0,3.3
Hamilton,KS,9.3,48160.0,21694.0,1.9
Hamilton,NE,7.2,61944.0,31989.0,2.0
Hamilton,NY,9.7,55587.0,24891.0,11.2
Hamilton,OH,17.0,52389.0,32638.0,7.0
Hamilton,TN,14.5,50273.0,29711.0,5.9
Hamilton,TX,16.1,46611.0,26522.0,3.1
Hamlin,SD,5.6,61784.0,27060.0,1.7
Hampden,MA,17.2,52205.0,28072.0,8.0
Hampshire,WV,16.9,36575.0,21771.0,5.7
Hampton,SC,18.4,32147.0,17676.0,9.7
Hancock,GA,30.0,29268.0,15454.0,4.0
Hancock,IA,9.1,57840.0,29147.0,1.7
Hancock,IL,11.2,51460.0,26118.0,6.6
Hancock,IN,7.0,70973.0,31428.0,4.0
Hancock,KY,15.7,49135.0,22438.0,6.2
Hancock,ME,11.6,51438.0,31178.0,5.7
Hancock,MS,17.2,47518.0,24373.0,8.7
Hancock,OH,12.1,52831.0,29608.0,4.5
Hancock,TN,25.7,29619.0,19396.0,10.0
Hancock,WV,13.5,43634.0,25157.0,7.5
Hand,SD,8.2,50720.0,33109.0,1.5
Hanover,VA,5.8,84955.0,37924.0,3.4
Hansford,TX,18.7,40678.0,21989.0,3.8
Hanson,SD,6.5,62448.0,24805.0,0.4
Haralson,GA,18.0,43663.0,23141.0,7.2
Hardee,FL,24.5,39063.0,18643.0,9.1
Hardeman,TN,21.2,36686.0,16938.0,15.8
Hardeman,TX,13.8,37995.0,21517.0,6.7
Hardin,IA,8.0,52207.0,28445.0,2.5
Hardin,IL,16.6,39524.0,20025.0,22.2
Hardin,KY,14.2,51923.0,26436.0,6.4
Hardin,OH,16.6,46404.0,21099.0,6.8
Hardin,TN,21.5,39092.0,23328.0,9.5
Hardin,TX,12.0,56131.0,29693.0,4.4
Harding,NM,19.8,35096.0,30782.0,6.5
Harding,SD,12.9,55972.0,30464.0,1.5
Hardy,WV,14.8,42573.0,23446.0,5.1
Harford,MD,7.5,83445.0,37972.0,5.2
Harlan,KY,35.6,24451.0,15457.0,10.7
Harlan,NE,12.9,46750.0,26375.0,2.0
Harmon,OK,16.1,38264.0,21620.0,6.2
Harnett,NC,18.0,50323.0,22351.0,9.3
Harney,OR,17.5,39504.0,24398.0,13.1
Harper,KS,16.8,48059.0,25698.0,3.7
Harper,OK,13.2,46915.0,23536.0,3.2
Harris,GA,7.3,69539.0,32373.0,8.5
Harris,TX,16.8,57791.0,30856.0,6.4
Harrison,IA,10.4,57558.0,29332.0,1.7
Harrison,IN,12.9,53897.0,25993.0,6.6
Harrison,KY,16.4,44620.0,22497.0,6.9
Harrison,MO,18.3,42889.0,20947.0,3.3
Harrison,MS,20.5,44684.0,23127.0,9.4
Harrison,OH,15.7,46223.0,22965.0,4.9
Harrison,TX,17.9,48644.0,25123.0,7.2
Harrison,WV,15.0,48315.0,27162.0,6.5
Hart,GA,18.8,41216.0,21668.0,4.7
Hart,KY,23.1,37315.0,19715.0,6.6
Hartford,CT,11.2,69936.0,37817.0,7.4
Hartley,TX,8.1,64427.0,20676.0,1.2
Harvey,KS,11.2,55687.0,26587.0,2.9
Haskell,KS,13.3,53780.0,24141.0,3.6
Haskell,OK,19.2,38017.0,20009.0,8.9
Haskell,TX,19.3,43529.0,21120.0,9.5
Hawaii,HI,17.4,56395.0,26959.0,6.8
Hawkins,TN,19.3,38728.0,22141.0,7.4
Hayes,NE,9.0,44946.0,27183.0,1.6
Hays,TX,15.3,62815.0,29253.0,5.3
Haywood,NC,16.6,45538.0,27166.0,5.1
Haywood,TN,19.1,36118.0,21453.0,6.8
Heard,GA,17.4,44897.0,20946.0,9.6
Hemphill,TX,8.8,68679.0,29470.0,6.9
Hempstead,AR,25.3,38701.0,18817.0,6.4
Henderson,IL,11.3,47428.0,27949.0,6.0
Henderson,KY,19.3,43458.0,23958.0,4.8
Henderson,NC,11.8,50454.0,28290.0,3.5
Henderson,TN,19.5,42711.0,21344.0,9.5
Henderson,TX,18.0,44888.0,24315.0,6.2
Hendricks,IN,5.1,74245.0,33031.0,4.5
Hendry,FL,25.5,37966.0,18426.0,8.2
Hennepin,MN,11.5,71154.0,41794.0,4.6
Henrico,VA,10.4,66447.0,36497.0,5.8
Henry,AL,13.7,45569.0,23983.0,6.7
Henry,GA,11.4,64752.0,26924.0,7.7
Henry,IA,12.2,52275.0,26340.0,5.5
Henry,IL,12.5,55755.0,28443.0,5.1
Henry,IN,16.1,46131.0,23293.0,7.0
Henry,KY,18.2,50787.0,23932.0,6.5
Henry,MO,21.2,41089.0,24371.0,6.7
Henry,OH,9.0,58070.0,27325.0,4.5
Henry,TN,19.7,40415.0,22952.0,6.7
Henry,VA,19.2,36779.0,21473.0,8.7
Herkimer,NY,14.9,49077.0,24932.0,8.2
Hernando,FL,14.3,44324.0,23495.0,8.8
Hertford,NC,23.3,35806.0,18383.0,10.0
Hettinger,ND,9.3,56118.0,32544.0,2.2
Hickman,KY,14.8,38036.0,19764.0,8.5
Hickman,TN,19.7,39333.0,20936.0,6.2
Hickory,MO,23.3,34746.0,19711.0,9.6
Hidalgo,NM,26.0,31829.0,18338.0,9.0
Hidalgo,TX,31.8,37097.0,15883.0,8.1
Highland,OH,21.6,42333.0,22079.0,7.3
Highland,VA,10.6,45094.0,32648.0,0.5
Highlands,FL,18.7,36374.0,23020.0,11.5
Hill,MT,21.2,45269.0,21780.0,6.4
Hill,TX,17.5,45970.0,23342.0,8.1
Hillsborough,FL,15.7,53742.0,29806.0,6.8
Hillsborough,NH,8.6,75777.0,37622.0,4.8
Hillsdale,MI,17.0,46160.0,23831.0,6.1
Hinds,MS,23.9,41011.0,22397.0,10.0
Hinsdale,CO,12.0,53056.0,29574.0,4.1
Hitchcock,NE,14.2,41582.0,25290.0,3.1
Hocking,OH,14.2,48073.0,23192.0,7.4
Hockley,TX,14.9,49184.0,22673.0,7.4
Hodgeman,KS,8.4,55345.0,28857.0,2.8
Hoke,NC,21.9,45713.0,19654.0,12.4
Holmes,FL,26.6,37474.0,18402.0,11.5
Holmes,MS,46.5,20330.0,12394.0,19.6
Holmes,OH,12.0,58728.0,21143.0,2.8
Holt,MO,12.0,43981.0,25306.0,4.2
Holt,NE,8.9,52050.0,27858.0,1.1
Honolulu,HI,9.1,80078.0,33776.0,4.5
Hood,TX,12.3,60275.0,32578.0,3.0
Hood River,OR,12.1,57269.0,29595.0,5.1
Hooker,NE,17.4,41607.0,27714.0,1.0
Hopkins,KY,17.2,44048.0,23288.0,5.9
Hopkins,TX,17.9,47832.0,24236.0,5.9
Horry,SC,17.0,46475.0,25804.0,7.1
Hot Spring,AR,15.8,40626.0,20868.0,6.2
Hot Springs,WY,12.5,48403.0,30939.0,4.1
Houghton,MI,21.4,41379.0,21462.0,6.8
Houston,AL,18.5,42803.0,24781.0,7.6
Houston,GA,16.7,55965.0,26305.0,7.8
Houston,MN,8.9,56837.0,30150.0,3.1
Houston,TN,17.1,41820.0,20819.0,6.6
Houston,TX,24.7,33552.0,17884.0,4.5
Howard,AR,21.0,34851.0,23627.0,5.7
Howard,IA,11.6,51422.0,27906.0,2.9
Howard,IN,16.5,47958.0,26294.0,6.5
Howard,MD,5.2,115576.0,51045.0,4.2
Howard,MO,16.4,50356.0,23430.0,4.6
Howard,NE,10.2,53648.0,26734.0,4.0
Howard,TX,13.9,50855.0,22994.0,6.7
Howell,MO,22.9,34984.0,20274.0,5.0
Hubbard,MN,10.8,52941.0,28073.0,3.7
Hudson,NJ,17.1,62681.0,35910.0,7.1
Hudspeth,TX,35.6,26346.0,12543.0,5.7
Huerfano,CO,14.8,35801.0,25547.0,7.9
Hughes,OK,20.1,38425.0,18004.0,8.6
Hughes,SD,11.3,59741.0,32000.0,2.1
Humboldt,CA,20.8,43718.0,25208.0,8.9
Humboldt,IA,13.0,48847.0,29587.0,3.3
Humboldt,NV,9.1,69324.0,29215.0,7.3
Humphreys,MS,40.5,26188.0,15696.0,21.1
Humphreys,TN,18.4,40998.0,23498.0,6.4
Hunt,TX,18.8,49319.0,23942.0,6.5
Hunterdon,NJ,4.5,110969.0,54200.0,4.4
Huntingdon,PA,13.6,46765.0,22908.0,6.7
Huntington,IN,11.6,50063.0,24222.0,3.9
Huron,MI,13.6,45191.0,26352.0,5.8
Huron,OH,14.2,49710.0,24193.0,5.8
Hutchinson,SD,13.0,49583.0,29869.0,5.3
Hutchinson,TX,16.4,50035.0,25154.0,5.2
Hyde,NC,20.3,40532.0,19181.0,11.0
Hyde,SD,14.2,53696.0,30277.0,3.0
Iberia,LA,20.4,44504.0,23410.0,11.2
Iberville,LA,19.3,47128.0,22252.0,7.5
Ida,IA,10.3,51978.0,30192.0,3.2
Idaho,ID,13.5,40299.0,20741.0,5.4
Imperial,CA,23.8,44779.0,17303.0,16.0
Independence,AR,18.5,39945.0,23056.0,6.0
Indian River,FL,12.7,49009.0,33122.0,8.2
Indiana,PA,16.6,46306.0,25014.0,7.8
Ingham,MI,20.9,49109.0,27399.0,8.1
Inyo,CA,10.2,51500.0,30323.0,5.2
Ionia,MI,13.1,51980.0,22715.0,6.2
Iosco,MI,16.9,41414.0,24099.0,9.6
Iowa,IA,9.8,58077.0,29881.0,2.1
Iowa,WI,9.0,60017.0,31717.0,3.5
Iredell,NC,12.7,55957.0,30393.0,7.2
Irion,TX,13.5,63021.0,32307.0,6.9
Iron,MI,14.2,36773.0,23658.0,5.7
Iron,MO,21.2,36457.0,19414.0,8.6
Iron,UT,20.9,45422.0,19791.0,6.2
Iron,WI,15.2,39855.0,26689.0,7.8
Iroquois,IL,15.5,48857.0,26480.0,6.5
Irwin,GA,24.5,34677.0,19429.0,7.4
Isabella,MI,27.3,42771.0,22009.0,8.4
Isanti,MN,7.1,67565.0,30145.0,5.1
Island,WA,9.5,61516.0,33837.0,6.7
Isle of Wight,VA,10.3,67767.0,33172.0,7.0
Issaquena,MS,40.3,25609.0,16348.0,12.6
Itasca,MN,12.6,52050.0,27497.0,5.7
Itawamba,MS,18.4,38358.0,20859.0,6.1
Izard,AR,17.7,39135.0,19737.0,9.6
Jack,TX,18.2,52829.0,25553.0,3.6
Jackson,AL,19.0,39281.0,20946.0,7.7
Jackson,AR,25.1,32783.0,19458.0,7.0
Jackson,CO,12.8,45994.0,24299.0,1.8
Jackson,FL,21.6,36944.0,18126.0,11.2
Jackson,GA,12.5,57999.0,25598.0,6.5
Jackson,IA,12.0,51806.0,27672.0,4.7
Jackson,IL,27.9,36008.0,23455.0,8.4
Jackson,IN,15.6,49080.0,23260.0,6.2
Jackson,KS,9.9,53592.0,25920.0,5.6
Jackson,KY,33.0,32055.0,16827.0,8.6
Jackson,MI,15.2,49715.0,25952.0,7.6
Jackson,MN,7.7,55122.0,31010.0,3.9
Jackson,MO,15.9,50652.0,28965.0,5.7
Jackson,MS,15.3,50274.0,24665.0,8.3
Jackson,NC,21.6,45078.0,23674.0,4.8
Jackson,OH,20.6,43397.0,21730.0,10.8
Jackson,OK,18.0,45189.0,22988.0,5.2
Jackson,OR,16.7,48688.0,27081.0,7.5
Jackson,SD,44.8,38041.0,16939.0,12.0
Jackson,TN,22.3,33933.0,18643.0,9.3
Jackson,TX,13.7,58504.0,26809.0,4.7
Jackson,WI,13.0,51108.0,24740.0,4.7
Jackson,WV,14.7,41731.0,23246.0,4.6
Jackson,LA,25.4,36394.0,20109.0,6.2
James City,VA,7.5,80772.0,42047.0,4.9
Jasper,GA,19.4,42067.0,19784.0,7.2
Jasper,IA,9.1,56363.0,27214.0,4.6
Jasper,IL,12.4,56523.0,25806.0,4.4
Jasper,IN,9.0,56574.0,24953.0,5.2
Jasper,MO,17.3,45328.0,23390.0,5.5
Jasper,MS,22.8,35271.0,20619.0,5.7
Jasper,SC,22.6,39740.0,20067.0,10.7
Jasper,TX,16.8,41960.0,21402.0,10.3
Jay,IN,17.9,42878.0,20193.0,6.1
Jeff Davis,GA,20.6,37267.0,18550.0,5.0
Jeff Davis,TX,6.7,46534.0,25167.0,5.1
Jefferson,AL,17.6,49321.0,29456.0,7.7
Jefferson,AR,24.7,37630.0,20371.0,10.0
Jefferson,CO,7.8,75170.0,40187.0,4.3
Jefferson,FL,13.9,47599.0,22452.0,7.2
Jefferson,GA,26.9,29640.0,17485.0,8.5
Jefferson,IA,15.2,44516.0,26630.0,6.7
Jefferson,ID,9.5,58055.0,21519.0,4.6
Jefferson,IL,18.9,46109.0,24617.0,8.5
Jefferson,IN,13.7,50722.0,25429.0,6.9
Jefferson,KS,8.3,58935.0,27783.0,5.8
Jefferson,KY,15.0,52237.0,31039.0,6.4
Jefferson,MO,10.9,60765.0,27443.0,6.5
Jefferson,MS,47.0,21779.0,13758.0,9.6
Jefferson,MT,9.9,64911.0,32387.0,5.7
Jefferson,NE,10.6,46576.0,26859.0,2.1
Jefferson,NY,14.8,50322.0,24717.0,8.0
Jefferson,OH,17.6,43161.0,24028.0,7.9
Jefferson,OK,20.9,35933.0,19130.0,7.2
Jefferson,OR,20.9,48464.0,22957.0,11.9
Jefferson,PA,14.2,45342.0,23895.0,4.7
Jefferson,TN,13.8,45641.0,23724.0,6.2
Jefferson,TX,19.4,46315.0,25370.0,6.5
Jefferson,WA,12.8,51842.0,32317.0,7.5
Jefferson,WI,9.8,59215.0,28819.0,4.3
Jefferson,WV,9.9,72526.0,33241.0,7.3
Jefferson Davis,MS,32.5,26736.0,17035.0,10.7
Jefferson Davis,LA,19.6,40744.0,23068.0,9.1
Jefferson,LA,16.3,50868.0,28839.0,5.9
Jenkins,GA,30.7,27197.0,15149.0,6.3
Jennings,IN,13.9,48362.0,22901.0,6.0
Jerauld,SD,8.9,49882.0,38776.0,0.2
Jerome,ID,16.3,46421.0,19329.0,4.6
Jersey,IL,9.4,56320.0,27528.0,6.3
Jessamine,KY,18.0,55450.0,28195.0,6.9
Jewell,KS,14.2,43125.0,24361.0,2.2
Jim Hogg,TX,26.0,31403.0,17761.0,17.0
Jim Wells,TX,23.0,41103.0,20631.0,5.3
Jo Daviess,IL,7.6,55532.0,32401.0,4.3
Johnson,AR,22.5,35758.0,18757.0,4.7
Johnson,GA,21.5,36423.0,19706.0,11.4
Johnson,IA,17.7,59965.0,33039.0,3.3
Johnson,IL,13.9,45743.0,20726.0,7.5
Johnson,IN,9.4,65272.0,31101.0,4.6
Johnson,KS,5.6,81121.0,43061.0,3.5
Johnson,KY,24.1,35629.0,19925.0,9.2
Johnson,MO,16.2,50689.0,23304.0,6.9
Johnson,NE,10.1,49564.0,22398.0,2.2
Johnson,TN,25.3,32994.0,19183.0,6.0
Johnson,TX,11.0,60458.0,26574.0,4.9
Johnson,WY,9.9,52415.0,32732.0,4.3
Johnston,NC,14.5,54610.0,24872.0,6.5
Johnston,OK,20.0,38636.0,21022.0,6.6
Jones,GA,14.2,55110.0,26098.0,8.7
Jones,IA,9.1,58391.0,29653.0,4.2
Jones,MS,21.6,38656.0,20958.0,7.8
Jones,NC,26.4,37256.0,21058.0,11.5
Jones,SD,10.8,39432.0,26526.0,2.9
Jones,TX,15.9,48601.0,17960.0,4.2
Josephine,OR,18.6,40705.0,24349.0,9.0
Juab,UT,12.8,57590.0,20457.0,2.9
Judith Basin,MT,13.9,43281.0,28709.0,2.9
Juneau,WI,14.3,48817.0,24376.0,4.3
Juniata,PA,13.1,50571.0,24068.0,4.4
Kalamazoo,MI,16.7,51945.0,29258.0,6.6
Kalkaska,MI,18.5,43431.0,22822.0,8.7
Kanabec,MN,11.6,50509.0,26345.0,5.2
Kanawha,WV,16.5,46859.0,28201.0,6.5
Kandiyohi,MN,11.3,56604.0,29375.0,3.0
Kane,IL,10.4,74862.0,33486.0,6.2
Kane,UT,11.1,50266.0,24836.0,4.0
Kankakee,IL,15.1,56542.0,26150.0,7.5
Karnes,TX,19.3,53051.0,27011.0,4.1
Kauai,HI,9.1,72330.0,30515.0,4.4
Kaufman,TX,12.4,63926.0,26631.0,6.5
Kay,OK,17.6,44067.0,24057.0,6.9
Kearney,NE,9.4,53207.0,31234.0,3.4
Kearny,KS,13.2,51439.0,24232.0,3.9
Keith,NE,13.1,45078.0,27890.0,2.8
Kemper,MS,31.8,27016.0,15790.0,6.8
Kendall,IL,5.6,89860.0,33369.0,5.0
Kendall,TX,5.7,81023.0,39517.0,4.4
Kenedy,TX,24.8,24800.0,13705.0,0.0
Kenosha,WI,14.5,57269.0,28996.0,7.8
Kent,DE,13.0,57647.0,27420.0,6.7
Kent,MD,13.1,56638.0,32217.0,4.8
Kent,MI,13.4,57302.0,29433.0,5.4
Kent,TX,17.9,52250.0,27515.0,1.6
Kenton,KY,12.9,58674.0,30195.0,5.3
Keokuk,IA,11.2,48399.0,26638.0,5.3
Kern,CA,22.6,50826.0,21716.0,10.9
Kerr,TX,13.8,48698.0,28484.0,6.0
Kershaw,SC,16.4,46565.0,23530.0,7.0
Kewaunee,WI,9.2,60320.0,28767.0,3.5
Keweenaw,MI,14.5,41118.0,28700.0,5.5
Keya Paha,NE,7.7,48864.0,28981.0,1.2
Kidder,ND,6.9,60225.0,34455.0,1.3
Kimball,NE,11.4,43017.0,24011.0,6.0
Kimble,TX,22.1,41095.0,26982.0,6.4
King,TX,3.5,56964.0,29918.0,6.0
King,WA,10.2,83571.0,46316.0,5.0
King George,VA,5.7,84770.0,35676.0,4.9
King William,VA,10.9,67423.0,31192.0,3.7
King and Queen,VA,15.6,51495.0,25831.0,4.4
Kingfisher,OK,8.9,62829.0,31885.0,5.2
Kingman,KS,7.6,57593.0,30927.0,4.7
Kings,CA,20.9,49742.0,19835.0,9.7
Kings,NY,21.9,52782.0,29928.0,8.1
Kingsbury,SD,9.5,58794.0,33333.0,1.8
Kinney,TX,10.6,34926.0,21395.0,8.1
Kiowa,CO,10.6,39250.0,23621.0,3.1
Kiowa,KS,8.7,48226.0,24961.0,3.0
Kiowa,OK,23.9,38191.0,23076.0,6.1
Kit Carson,CO,11.5,45881.0,26125.0,5.3
Kitsap,WA,9.9,68336.0,34412.0,5.7
Kittitas,WA,19.6,53163.0,26698.0,5.3
Kittson,MN,11.2,52304.0,30525.0,2.6
Klamath,OR,18.7,42531.0,23793.0,9.1
Kleberg,TX,23.7,41700.0,19806.0,9.7
Klickitat,WA,14.9,51258.0,25069.0,5.0
Knott,KY,32.6,30503.0,17670.0,13.6
Knox,IL,18.1,41972.0,23676.0,6.3
Knox,IN,15.6,44837.0,23441.0,5.4
Knox,KY,34.7,26061.0,15869.0,10.7
Knox,ME,11.6,53117.0,29806.0,4.7
