county,state,TotalPop,Hispanic,White,Black,Native,Asian,Pacific
Strafford,NH,126552.0,2.2,91.4,0.8,0.0,3.2,0.0
Stutsman,ND,21058.0,2.3,92.9,1.1,1.5,0.6,0.1
Sublette,WY,10037.0,7.3,89.2,0.0,0.1,0.1,0.0
Suffolk,NY,1497595.0,18.6,68.5,7.2,0.1,3.8,0.0
Sullivan,IN,20900.0,1.7,92.1,3.7,0.2,0.8,0.0
Sullivan,MO,6382.0,18.5,77.5,1.8,0.4,0.4,0.0
Sullivan,NH,43073.0,1.4,95.4,0.4,0.3,0.6,0.0
Sullivan,NY,75783.0,15.4,72.5,7.7,0.1,1.6,0.0
Sullivan,PA,6192.0,1.8,93.1,2.5,0.5,0.5,0.0
Sullivan,TN,156519.0,1.8,93.7,1.9,0.1,0.6,0.0
Sully,SD,1390.0,0.9,95.5,0.0,1.5,0.0,0.0
Summers,WV,13210.0,1.2,91.8,4.9,0.3,0.0,0.0
Summit,CO,29722.0,14.0,81.9,0.9,0.3,0.4,0.2
Summit,OH,541318.0,2.0,77.8,14.4,0.2,3.0,0.0
Summit,UT,39731.0,11.4,84.8,0.7,0.2,1.6,0.0
Sumner,KS,23336.0,5.3,90.0,0.9,1.0,0.4,0.0
Sumner,TN,175730.0,4.5,85.2,6.8,0.3,1.3,0.1
Sumter,AL,13084.0,0.3,24.6,70.7,0.5,3.0,0.0
Sumter,FL,116754.0,5.7,84.7,7.3,0.3,0.7,0.0
Sumter,GA,30687.0,5.3,39.8,52.3,0.1,1.1,0.0
Sumter,SC,107379.0,3.8,45.7,46.9,0.3,1.2,0.0
Sunflower,MS,26915.0,1.6,24.2,73.7,0.1,0.1,0.0
Surry,NC,72315.0,10.2,84.4,3.7,0.3,0.6,0.0
Surry,VA,6670.0,0.8,52.1,45.6,0.0,0.4,0.0
Susquehanna,PA,41716.0,1.7,96.4,0.6,0.2,0.4,0.0
Sussex,DE,215551.0,9.2,74.9,12.1,0.4,1.2,0.0
Sussex,NJ,143570.0,7.5,87.2,2.0,0.0,2.0,0.0
Sussex,VA,11595.0,2.9,38.1,56.1,0.4,0.3,0.0
Sutter,CA,95583.0,30.2,47.3,1.8,0.7,15.1,0.4
Sutton,TX,3894.0,59.4,39.2,0.1,0.0,0.0,1.0
Suwannee,FL,43814.0,8.8,75.7,13.3,0.1,0.1,0.0
Swain,NC,14208.0,4.9,62.7,0.5,27.6,0.4,0.0
Sweet Grass,MT,3646.0,1.6,93.9,0.1,0.0,1.0,0.0
Sweetwater,WY,44527.0,16.0,79.6,0.8,0.6,0.6,0.5
Swift,MN,9448.0,4.5,92.5,2.1,0.0,0.3,0.1
Swisher,TX,7541.0,43.1,47.5,5.7,0.5,0.2,0.1
Switzerland,IN,10617.0,1.4,95.7,0.8,0.0,0.5,0.0
Talbot,GA,6423.0,2.3,40.2,56.4,0.1,0.5,0.0
Talbot,MD,37461.0,6.5,77.6,11.4,0.1,1.4,0.1
Taliaferro,GA,1844.0,4.2,33.7,61.6,0.0,0.3,0.0
Talladega,AL,80888.0,2.2,63.1,32.1,0.3,0.6,0.0
Tallahatchie,MS,14552.0,15.0,35.4,47.2,0.4,1.5,0.2
Tallapoosa,AL,40756.0,2.4,68.9,27.2,0.4,0.4,0.0
Tama,IA,17236.0,8.7,82.2,0.6,6.9,0.4,0.0
Taney,MO,54308.0,5.6,89.4,1.0,0.8,0.9,0.1
Tangipahoa,LA,128850.0,4.1,63.5,29.4,0.3,0.7,0.0
Taos,NM,32809.0,56.8,35.4,0.2,6.5,0.2,0.0
Tarrant,TX,1983675.0,28.2,48.3,15.6,0.3,5.1,0.2
Tate,MS,28333.0,2.5,64.8,30.0,0.1,0.3,0.1
Tattnall,GA,25402.0,10.8,58.4,29.2,0.2,0.2,0.0
Taylor,FL,22350.0,4.1,71.8,21.4,0.5,0.4,0.2
Taylor,GA,8267.0,1.0,57.5,40.4,0.0,0.9,0.0
Taylor,IA,6214.0,7.5,90.7,0.3,0.0,0.7,0.0
Taylor,KY,25406.0,2.3,89.8,4.7,0.0,0.9,0.0
Taylor,TX,135371.0,23.8,64.5,7.4,0.5,1.9,0.1
Taylor,WI,20344.0,1.8,96.4,0.5,0.2,0.2,0.0
Taylor,WV,16977.0,0.4,96.1,1.3,0.0,1.2,0.0
Tazewell,IL,134695.0,2.2,94.2,1.2,0.1,1.0,0.0
Tazewell,VA,42689.0,0.9,94.0,3.0,0.2,0.5,0.0
Tehama,CA,63247.0,24.2,69.2,0.6,1.5,1.4,0.0
Telfair,GA,16339.0,11.6,49.1,38.8,0.0,0.0,0.0
Teller,CO,23769.0,6.2,89.5,0.7,0.4,1.0,0.0
Tensas,LA,4771.0,1.8,42.3,55.4,0.0,0.1,0.0
Terrebonne,LA,113067.0,5.0,67.1,19.2,5.4,0.9,0.1
Terrell,GA,8978.0,2.7,35.5,60.6,0.0,0.2,0.0
Terrell,TX,721.0,56.3,33.1,3.2,0.7,0.0,0.0
Terry,TX,12755.0,53.8,40.8,4.6,0.2,0.0,0.0
Teton,ID,10776.0,17.0,81.1,0.2,0.2,0.1,0.0
Teton,MT,6040.0,1.5,94.2,0.2,1.2,0.2,0.0
Teton,WY,22923.0,15.0,81.5,0.5,0.3,2.2,0.0
Texas,MO,25714.0,2.0,91.2,2.0,2.2,0.2,0.0
Texas,OK,21409.0,45.1,45.6,3.9,0.3,3.0,0.1
Thayer,NE,5133.0,2.3,95.5,0.3,0.3,0.0,0.0
Thomas,GA,44909.0,3.5,57.7,35.8,0.1,0.8,0.0
Thomas,KS,7847.0,5.5,91.2,1.4,0.8,0.5,0.0
Thomas,NE,643.0,0.6,97.4,0.0,0.3,0.0,0.0
Throckmorton,TX,1541.0,15.8,82.5,0.1,0.0,0.3,0.0
Thurston,NE,7055.0,5.1,36.7,0.2,55.6,0.7,0.0
Thurston,WA,269885.0,8.5,75.8,2.8,1.3,5.6,0.8
Tift,GA,40531.0,11.4,56.3,29.3,0.1,1.2,0.0
Tillamook,OR,25840.0,10.3,84.7,0.3,0.6,0.7,0.4
Tillman,OK,7591.0,25.8,60.6,7.9,2.3,0.3,0.0
Tioga,NY,49322.0,1.8,95.3,0.6,0.0,0.8,0.0
Tioga,PA,41550.0,1.2,96.3,0.6,0.1,0.5,0.0
Tippah,MS,21993.0,4.7,77.3,16.6,0.0,0.5,0.1
Tippecanoe,IN,186081.0,8.1,77.0,4.7,0.1,8.0,0.0
Tipton,IN,15290.0,2.6,95.3,0.2,0.0,0.0,0.4
Tipton,TN,61434.0,2.7,76.0,17.9,0.5,0.7,0.2
Tishomingo,MS,19476.0,2.9,93.4,2.5,0.3,0.1,0.0
Titus,TX,32664.0,42.1,46.3,9.1,0.2,0.8,0.0
Todd,KY,12377.0,3.8,86.0,7.8,0.1,0.1,0.0
Todd,MN,24423.0,5.5,91.7,0.4,0.3,0.4,0.0
Todd,SD,10016.0,4.2,8.5,0.3,77.2,1.3,0.0
Tolland,CT,151596.0,5.2,85.4,2.9,0.0,4.4,0.0
Tom Green,TX,116906.0,38.8,54.3,4.0,0.2,1.1,0.0
Tompkins,NY,104415.0,4.8,77.3,3.6,0.2,10.3,0.0
Tooele,UT,63357.0,12.0,83.4,0.5,0.8,0.8,0.5
Toole,MT,5031.0,3.5,88.0,0.1,5.1,0.7,0.0
Toombs,GA,27160.0,11.6,60.5,25.4,0.0,0.9,0.0
Torrance,NM,15534.0,42.1,52.2,1.7,1.1,0.2,0.0
Towner,ND,2258.0,1.6,90.4,0.0,3.6,0.1,0.0
Towns,GA,11173.0,1.5,95.0,1.0,0.3,0.2,0.0
Traill,ND,8050.0,3.4,92.7,1.0,1.0,0.2,0.2
Transylvania,NC,33291.0,3.2,89.4,4.0,0.4,0.6,0.0
Traverse,MN,3357.0,2.5,90.6,0.6,4.0,0.3,0.0
Travis,TX,1176584.0,33.9,49.3,7.9,0.2,6.3,0.0
Treasure,MT,790.0,2.4,94.6,0.0,0.0,1.5,0.0
Trego,KS,2899.0,1.2,94.5,0.1,1.3,1.6,0.0
Trempealeau,WI,29510.0,7.6,90.4,0.5,0.3,0.5,0.0
Treutlen,GA,6752.0,2.1,68.0,29.6,0.0,0.0,0.0
Trigg,KY,14286.0,2.0,88.3,8.8,0.0,0.4,0.0
Trimble,KY,8697.0,2.9,94.5,0.0,0.3,0.1,0.3
Trinity,CA,13037.0,7.2,82.8,0.8,4.3,1.1,0.9
Trinity,TX,14481.0,9.3,79.1,9.5,0.3,0.4,0.0
Tripp,SD,5480.0,0.3,82.1,0.0,13.3,0.0,0.0
Troup,GA,69433.0,3.7,57.3,35.1,0.0,1.9,0.0
Trousdale,TN,8773.0,1.1,84.9,11.4,0.1,0.3,0.0
Trumbull,OH,203341.0,1.7,87.4,8.2,0.2,0.5,0.0
Tucker,WV,7035.0,0.7,97.6,0.2,0.0,0.5,0.0
Tulare,CA,458809.0,63.6,29.5,1.3,0.7,3.2,0.1
Tulsa,OK,637123.0,12.1,63.0,9.8,4.4,3.0,0.1
Tunica,MS,10276.0,0.7,19.5,78.5,0.0,0.9,0.0
Tuolumne,CA,53899.0,11.8,80.8,1.7,1.3,1.1,0.2
Turner,GA,8036.0,4.6,54.7,39.5,0.2,0.4,0.0
Turner,SD,8242.0,2.1,95.7,0.4,0.5,0.0,0.0
Tuscaloosa,AL,204424.0,3.5,62.4,31.2,0.1,1.5,0.0
Tuscarawas,OH,92531.0,2.4,95.0,0.8,0.3,0.4,0.0
Tuscola,MI,53569.0,3.2,93.7,1.1,0.3,0.3,0.0
Twiggs,GA,8323.0,0.4,54.9,42.6,0.0,0.1,0.0
Twin Falls,ID,82248.0,15.6,80.2,0.6,0.8,1.6,0.1
Tyler,TX,21456.0,7.3,79.6,10.8,0.1,0.3,0.0
Tyler,WV,8949.0,0.3,98.0,0.2,0.2,0.6,0.0
Tyrrell,NC,4090.0,7.6,53.2,35.5,0.8,0.4,0.0
Uinta,WY,20758.0,9.1,87.7,0.1,0.9,0.1,0.0
Uintah,UT,36343.0,8.2,81.9,0.5,7.4,0.5,0.1
Ulster,NY,180129.0,9.8,79.8,5.2,0.1,2.1,0.1
Umatilla,OR,76736.0,26.0,67.0,0.8,2.4,0.8,0.2
Unicoi,TN,17830.0,4.4,93.7,0.5,0.1,0.5,0.0
Union,AR,40022.0,3.8,61.1,32.7,0.8,0.5,0.0
Union,FL,15300.0,5.4,69.9,21.9,0.7,0.5,0.0
Union,GA,22262.0,3.1,94.2,0.8,0.4,0.7,0.0
Union,IA,12497.0,2.8,94.5,1.2,0.3,0.7,0.1
Union,IL,17267.0,5.0,91.4,0.7,0.0,0.2,0.0
Union,IN,7225.0,0.0,95.8,0.1,0.0,0.5,0.0
Union,KY,14915.0,1.9,82.6,13.1,0.1,0.3,0.0
Union,MS,28202.0,4.2,78.6,14.8,0.0,0.9,0.2
Union,NC,222095.0,10.9,73.0,11.4,0.3,2.4,0.0
Union,NJ,557320.0,30.7,40.7,20.1,0.1,4.9,0.0
Union,NM,4216.0,41.3,52.0,1.3,2.2,0.0,0.0
Union,OH,54688.0,1.6,90.4,2.4,0.3,3.2,0.1
Union,OR,25810.0,4.6,89.3,0.8,0.8,1.0,1.2
Union,PA,45056.0,5.7,84.4,6.2,0.5,1.7,0.0
Union,SC,27772.0,1.4,65.1,30.9,0.1,0.0,0.0
Union,SD,14929.0,3.0,92.8,0.7,0.6,1.0,0.0
Union,TN,19176.0,1.5,96.6,0.4,0.0,0.1,0.2
Union,LA,22537.0,4.7,68.6,25.3,0.1,0.1,0.1
Upshur,TX,40506.0,8.1,80.7,8.9,0.7,0.2,0.0
Upshur,WV,24604.0,1.2,96.3,1.3,0.2,0.2,0.1
Upson,GA,26241.0,2.3,67.6,28.5,0.3,0.5,0.1
Upton,TX,3575.0,49.7,43.0,6.7,0.1,0.3,0.0
Utah,UT,576496.0,11.4,83.0,0.5,0.4,1.5,0.8
Uvalde,TX,27015.0,70.9,27.1,0.1,0.4,1.0,0.0
Val Verde,TX,48976.0,81.4,15.9,1.1,0.1,0.5,0.1
Valencia,NM,75845.0,60.0,33.6,0.8,3.6,0.5,0.0
Valley,ID,10104.0,4.4,94.7,0.1,0.2,0.1,0.0
Valley,MT,7561.0,2.4,84.9,0.1,8.9,0.4,0.2
Valley,NE,4252.0,2.8,95.7,0.4,0.2,0.0,0.0
Van Buren,AR,16751.0,2.9,93.7,0.4,0.6,0.1,0.0
Van Buren,IA,7308.0,1.4,96.9,0.3,0.1,0.1,0.0
Van Buren,MI,75190.0,11.2,81.5,3.1,0.4,0.6,0.1
Van Buren,TN,5675.0,0.9,96.3,0.3,0.0,0.0,0.0
Van Wert,OH,28262.0,3.0,94.4,1.2,0.0,0.3,0.0
Van Zandt,TX,53607.0,10.3,84.3,2.6,0.5,0.5,0.1
Vance,NC,44420.0,7.3,40.6,49.8,0.3,0.5,0.0
Vanderburgh,IN,181831.0,2.5,84.1,9.1,0.2,1.2,0.1
Venango,PA,52880.0,1.1,96.1,0.9,0.0,0.4,0.0
Ventura,CA,847834.0,42.3,46.1,1.6,0.3,7.0,0.1
Vermilion,IL,79207.0,4.8,78.8,13.9,0.3,0.9,0.0
Vermilion,LA,59841.0,3.3,78.4,14.2,0.5,2.2,0.0
Vermillion,IN,15644.0,1.1,96.8,0.4,0.3,0.2,0.0
Vernon,MO,20665.0,2.1,94.1,1.1,0.6,0.6,0.0
Vernon,WI,30378.0,1.6,96.3,0.4,0.3,0.5,0.0
Vernon,LA,51906.0,9.4,70.1,14.1,1.4,1.7,0.4
Victoria,TX,91518.0,46.0,45.4,5.8,0.1,1.1,0.0
Vigo,IN,107723.0,2.6,85.8,6.2,0.2,1.9,0.0
Vilas,WI,21465.0,2.2,85.0,0.1,8.9,0.6,0.1
Vinton,OH,13142.0,0.5,96.8,0.5,0.1,0.1,0.0
Volusia,FL,518660.0,12.9,72.9,10.2,0.3,1.8,0.0
Wabash,IL,11568.0,2.0,94.9,0.8,0.1,1.2,0.0
Wabash,IN,31848.0,2.5,94.5,0.9,0.7,0.2,0.0
Wabasha,MN,21490.0,2.9,94.9,0.4,0.0,0.4,0.0
Wabaunsee,KS,6918.0,3.4,93.0,0.3,0.4,0.5,0.0
Wadena,MN,13626.0,1.8,94.7,1.1,0.7,0.4,0.0
Wagoner,OK,76830.0,5.7,72.1,3.4,8.2,1.4,0.1
Wahkiakum,WA,4105.0,5.8,88.5,0.2,1.9,1.7,0.0
Wake,NC,1023811.0,10.0,60.6,20.0,0.3,6.4,0.0
Wakulla,FL,31586.0,3.6,79.3,14.9,0.4,0.4,0.0
Waldo,ME,39280.0,1.2,95.8,0.5,0.3,0.4,0.0
Walker,AL,64927.0,2.4,89.4,6.0,0.1,0.5,0.0
Walker,GA,68609.0,2.0,91.4,4.3,0.1,0.6,0.0
Walker,TX,70818.0,17.8,56.9,22.9,0.3,1.2,0.0
Walla Walla,WA,59862.0,21.1,72.3,1.4,0.5,1.5,0.1
Wallace,KS,1591.0,5.1,93.7,0.0,0.0,0.0,0.0
Waller,TX,48443.0,29.4,43.0,24.9,0.1,0.7,0.0
Wallowa,OR,6864.0,2.7,93.4,0.2,0.2,0.3,0.1
Walsh,ND,10920.0,11.1,84.9,0.3,1.6,1.0,0.0
Walthall,MS,14670.0,0.6,52.7,45.7,0.0,0.5,0.0
Walton,FL,63457.0,6.0,84.3,4.9,0.5,1.2,0.2
Walton,GA,88695.0,4.0,75.9,16.5,0.2,1.2,0.1
Walworth,SD,5502.0,2.0,79.8,0.5,12.2,2.0,0.4
Walworth,WI,102917.0,11.1,85.5,1.0,0.2,1.0,0.1
Wapello,IA,35321.0,10.5,83.8,2.9,0.1,0.9,0.2
Ward,ND,69628.0,5.6,84.1,3.6,2.3,1.4,0.1
Ward,TX,11498.0,52.2,41.4,4.8,0.6,0.3,0.0
Ware,GA,35688.0,4.0,63.8,29.5,0.4,1.1,0.0
Warren,GA,5410.0,0.6,37.2,60.6,0.0,1.0,0.3
Warren,IA,48630.0,2.6,94.7,0.2,0.1,0.5,0.3
Warren,IL,17429.0,9.2,84.4,2.8,0.0,2.3,0.0
Warren,IN,8269.0,1.5,96.5,0.5,0.2,0.0,0.0
Warren,KY,123824.0,5.1,79.6,9.2,0.4,3.3,0.2
Warren,MO,33554.0,3.2,92.0,2.3,0.5,0.4,0.2
Warren,MS,47510.0,0.6,47.7,50.2,0.1,0.5,0.0
Warren,NC,20190.0,3.8,38.3,50.1,5.0,0.4,0.0
Warren,NJ,107088.0,8.6,82.9,4.2,0.1,2.9,0.0
Warren,NY,64701.0,2.4,94.2,1.1,0.2,1.0,0.1
Warren,OH,223868.0,2.6,87.1,3.3,0.0,5.2,0.0
Warren,PA,40345.0,1.0,97.0,0.5,0.1,0.5,0.0
Warren,TN,40210.0,8.7,85.9,1.3,0.1,0.6,0.3
Warren,VA,38991.0,4.2,87.6,3.6,0.2,1.2,0.0
Warrick,IN,61581.0,1.8,92.8,1.6,0.2,2.5,0.0
Wasatch,UT,29306.0,13.5,83.6,0.1,0.1,1.2,0.0
Wasco,OR,25687.0,17.4,75.4,0.4,3.6,0.9,0.6
Waseca,MN,18898.0,5.7,89.4,2.1,0.9,0.6,0.0
Washakie,WY,8253.0,14.2,82.2,0.3,0.4,0.1,0.0
Washburn,WI,15638.0,1.7,94.6,0.5,1.2,0.5,0.0
Washington,AL,16746.0,0.5,65.1,24.6,7.5,0.9,0.0
Washington,AR,223683.0,16.5,71.9,3.4,0.8,2.4,2.0
Washington,CO,4809.0,9.6,87.8,0.9,0.3,0.5,0.0
Washington,FL,24472.0,3.5,77.6,15.3,1.2,0.3,0.3
Washington,GA,20506.0,2.3,43.2,52.9,0.0,0.6,0.0
Washington,IA,22095.0,5.9,91.5,0.9,0.3,0.6,0.0
Washington,ID,9996.0,17.2,78.7,0.0,0.8,1.0,0.0
Washington,IL,14260.0,1.4,96.2,0.5,0.3,0.4,0.1
Washington,IN,27807.0,1.3,96.9,0.1,0.3,0.2,0.0
Washington,KS,5572.0,3.3,94.3,0.3,0.1,0.1,0.0
Washington,KY,11999.0,4.3,87.7,5.2,0.0,0.8,0.0
Washington,MD,149546.0,4.5,80.4,10.0,0.1,1.7,0.0
Washington,ME,31822.0,1.9,90.1,0.4,4.7,0.5,0.0
Washington,MN,250979.0,3.9,83.7,4.1,0.3,5.4,0.1
Washington,MO,24968.0,1.3,94.4,2.4,0.2,0.0,0.0
Washington,MS,48002.0,1.5,25.5,71.7,0.1,0.6,0.0
Washington,NC,12331.0,5.0,44.9,48.2,0.1,0.2,0.0
Washington,NE,20414.0,2.8,94.7,1.0,0.1,0.3,0.0
Washington,NY,62183.0,2.6,92.6,2.9,0.2,0.5,0.0
Washington,OH,60871.0,1.0,95.3,1.2,0.4,0.6,0.0
Washington,OK,51867.0,5.7,73.6,2.5,10.4,1.9,0.0
Washington,OR,572071.0,16.4,67.1,1.9,0.3,9.7,0.4
Washington,PA,207661.0,1.6,92.5,2.9,0.1,0.9,0.0
Washington,TN,126437.0,3.3,89.2,3.8,0.3,1.5,0.0
Washington,TX,34667.0,15.5,64.5,17.0,0.3,1.8,0.1
Washington,UT,155577.0,10.1,84.9,0.6,1.0,0.7,0.8
Washington,VA,54457.0,1.5,95.4,1.4,0.0,0.6,0.0
Washington,VT,58691.0,1.9,94.4,0.8,0.3,0.6,0.0
Washington,WI,133967.0,3.1,93.3,1.1,0.2,1.2,0.0
Washington,LA,46449.0,2.1,65.8,30.1,0.3,0.2,0.0
Washita,OK,11550.0,9.6,83.9,0.1,1.1,0.2,0.0
Washoe,NV,445551.0,23.9,63.7,2.1,1.3,5.2,0.6
Washtenaw,MI,361509.0,4.5,70.6,11.7,0.2,8.7,0.0
Watauga,NC,53421.0,3.4,91.9,1.5,0.3,0.8,0.1
Watonwan,MN,10936.0,23.3,74.0,0.5,0.2,1.0,0.0
Waukesha,WI,396731.0,4.6,89.2,1.5,0.2,3.2,0.0
Waupaca,WI,51651.0,3.0,94.6,0.4,0.5,0.4,0.0
Waushara,WI,24170.0,6.4,89.6,1.6,0.4,0.4,0.0
Wayne,GA,29833.0,6.2,71.2,19.5,0.1,0.5,0.0
Wayne,IA,6405.0,0.5,96.5,0.7,0.3,0.0,0.0
Wayne,IL,16569.0,1.4,96.4,0.6,0.2,0.4,0.0
Wayne,IN,66972.0,2.8,88.5,5.0,0.2,1.0,0.0
Wayne,KY,20692.0,3.1,93.5,1.4,0.1,0.2,0.0
Wayne,MI,1763822.0,5.7,49.7,38.9,0.3,3.1,0.0
Wayne,MO,13369.0,1.6,95.3,0.6,0.4,0.1,0.0
Wayne,MS,20458.0,0.6,57.8,40.5,0.3,0.1,0.0
Wayne,NC,124496.0,11.3,54.1,30.1,0.3,1.2,0.0
Wayne,NE,9409.0,5.5,90.2,2.1,0.5,0.5,0.0
Wayne,NY,91442.0,4.2,90.2,2.9,0.1,0.7,0.1
Wayne,OH,115915.0,1.9,94.0,1.4,0.2,1.0,0.0
Wayne,PA,51656.0,4.2,91.0,3.1,0.2,0.6,0.0
Wayne,TN,16713.0,1.9,90.3,5.6,0.2,1.5,0.0
Wayne,UT,2700.0,5.4,91.8,0.1,0.2,0.9,1.1
Wayne,WV,41063.0,0.6,97.5,0.3,0.1,0.2,0.0
Weakley,TN,33776.0,2.3,87.1,8.7,0.2,0.1,0.1
Webb,TX,269624.0,95.5,3.5,0.3,0.1,0.5,0.0
Weber,UT,244101.0,17.9,76.7,1.0,0.6,1.1,0.2
Webster,GA,2627.0,2.1,48.4,48.8,0.1,0.0,0.0
Webster,IA,36945.0,4.5,88.1,4.6,0.3,1.3,0.0
Webster,KY,13180.0,5.2,88.6,3.9,0.1,0.0,0.0
Webster,MO,37558.0,2.0,94.5,1.2,0.3,0.3,0.2
Webster,MS,9868.0,1.5,78.0,19.2,0.2,0.2,0.0
Webster,NE,3597.0,4.7,92.1,0.2,0.0,0.6,0.1
Webster,WV,8637.0,0.0,99.6,0.0,0.1,0.0,0.1
Webster,LA,40043.0,1.8,62.2,34.2,0.3,0.3,0.1
Weld,CO,285729.0,29.0,66.4,1.0,0.4,1.3,0.1
Wells,IN,27832.0,2.8,95.0,0.7,0.2,0.5,0.0
Wells,ND,4089.0,1.2,97.7,0.0,0.4,0.0,0.0
West Baton Rouge,LA,25518.0,3.0,56.8,38.5,0.3,0.3,0.0
West Carroll,LA,11274.0,3.2,79.6,15.9,0.2,0.0,0.1
West Feliciana,LA,15376.0,1.5,52.1,44.9,0.2,0.5,0.0
Westchester,NY,975321.0,24.0,54.4,13.5,0.1,5.8,0.0
Westmoreland,PA,356835.0,1.1,94.1,2.3,0.0,0.9,0.0
Westmoreland,VA,17596.0,6.2,63.8,26.6,0.4,0.4,0.0
Weston,WY,7117.0,1.4,91.6,0.5,0.1,4.3,0.0
Wetzel,WV,15793.0,0.5,97.5,0.6,0.0,0.2,0.0
Wexford,MI,32915.0,1.8,94.8,0.6,0.5,0.7,0.0
Wharton,TX,41430.0,40.3,45.3,13.8,0.1,0.1,0.0
Whatcom,WA,212738.0,9.0,79.8,0.9,2.8,4.0,0.3
Wheatland,MT,2108.0,2.8,94.4,0.0,1.3,0.0,0.0
Wheeler,GA,7952.0,1.6,56.1,41.7,0.3,0.0,0.0
Wheeler,NE,846.0,0.7,98.9,0.0,0.0,0.1,0.0
Wheeler,OR,1415.0,6.1,89.0,0.0,1.1,0.4,0.0
Wheeler,TX,5599.0,26.5,68.3,2.7,0.1,0.1,0.2
White,AR,78706.0,4.2,88.4,4.0,0.2,0.7,0.0
White,GA,28509.0,3.1,92.5,2.1,0.1,0.5,0.0
White,IL,14186.0,1.4,96.6,0.4,0.1,0.7,0.1
White,IN,24279.0,7.9,89.8,0.4,0.2,0.2,0.0
White,TN,26394.0,2.3,93.8,1.6,0.0,0.0,0.0
White Pine,NV,9858.0,15.3,72.7,4.7,5.7,0.8,0.2
Whiteside,IL,56823.0,11.8,84.9,1.6,0.1,0.5,0.1
Whitfield,GA,103963.0,34.2,59.5,3.9,0.1,1.4,0.0
Whitley,IN,33481.0,1.9,95.7,0.4,0.2,0.4,0.0
Whitley,KY,36027.0,1.2,96.1,1.2,0.3,0.1,0.0
Whitman,WA,47794.0,5.9,79.5,2.0,0.4,7.9,0.1
Wibaux,MT,1121.0,3.7,96.2,0.0,0.2,0.0,0.0
Wichita,KS,2157.0,27.7,69.6,0.7,0.0,0.5,0.0
Wichita,TX,131778.0,18.5,66.1,9.9,0.6,2.0,0.0
Wicomico,MD,102014.0,5.0,63.9,25.1,0.2,3.2,0.1
Wilbarger,TX,12972.0,28.6,59.4,8.0,0.7,0.9,0.0
Wilcox,AL,10919.0,0.5,26.9,72.1,0.1,0.0,0.0
Wilcox,GA,8896.0,4.3,58.5,35.3,0.3,0.0,0.0
Wilkes,GA,9905.0,4.6,51.1,42.5,0.0,0.8,0.0
Wilkes,NC,68525.0,6.1,87.9,4.1,0.3,0.5,0.1
Wilkin,MN,6398.0,0.7,94.0,0.5,2.6,0.0,0.0
Wilkinson,GA,9147.0,2.7,56.8,38.2,0.1,0.0,0.1
Wilkinson,MS,9084.0,0.3,27.9,71.0,0.0,0.1,0.0
Will,IL,687727.0,16.8,64.7,11.0,0.1,5.2,0.0
Willacy,TX,21839.0,88.0,11.1,0.7,0.0,0.1,0.0
Williams,ND,32916.0,6.1,82.6,3.4,2.8,0.7,0.0
Williams,OH,37061.0,4.2,93.1,1.1,0.3,0.6,0.0
Williamsburg,SC,32256.0,2.3,31.2,64.9,0.3,0.5,0.0
Williamson,IL,67477.0,2.5,90.1,4.0,0.2,1.0,0.0
Williamson,TN,212161.0,4.7,85.3,4.2,0.1,4.0,0.0
Williamson,TX,508313.0,24.1,60.9,6.0,0.2,6.0,0.1
Wilson,KS,8858.0,2.9,92.4,0.5,0.4,0.7,0.0
Wilson,NC,81379.0,10.1,47.3,39.5,0.4,0.8,0.0
Wilson,TN,128874.0,3.8,86.0,6.8,0.3,1.5,0.1
Wilson,TX,47205.0,39.2,57.7,1.3,0.2,0.3,0.1
Windham,CT,116674.0,11.1,83.5,1.8,0.0,1.3,0.0
Windham,VT,43332.0,2.2,93.5,0.8,0.1,1.0,0.1
Windsor,VT,55485.0,1.5,95.0,0.7,0.2,0.8,0.1
Winkler,TX,7777.0,59.4,36.9,2.3,0.9,0.0,0.0
Winn,LA,14631.0,1.9,65.2,31.2,0.5,0.0,0.0
Winnebago,IA,10545.0,4.2,92.3,1.1,0.2,1.2,0.0
Winnebago,IL,287512.0,12.2,70.2,12.4,0.1,2.5,0.0
Winnebago,WI,169540.0,3.9,89.3,2.1,0.6,2.6,0.0
Winneshiek,IA,20575.0,2.2,95.2,1.0,0.2,1.1,0.0
Winona,MN,50992.0,2.8,91.5,1.5,0.3,2.6,0.0
Winston,AL,23968.0,3.0,94.1,0.5,0.3,0.3,0.0
Winston,MS,18482.0,1.2,50.3,47.0,1.2,0.0,0.0
Wirt,WV,5800.0,0.9,97.2,0.9,0.3,0.0,0.0
Wise,TX,63247.0,18.8,77.5,1.2,0.4,0.5,0.2
Wise,VA,39539.0,1.2,91.7,5.3,0.1,0.5,0.1
Wolfe,KY,7251.0,0.3,98.2,0.3,0.4,0.0,0.0
Wood,OH,129504.0,5.3,88.7,2.7,0.1,1.7,0.0
Wood,TX,43315.0,9.6,83.2,5.5,0.6,0.1,0.1
Wood,WI,73427.0,2.8,92.7,0.7,0.6,2.0,0.0
Wood,WV,86016.0,1.1,95.3,1.2,0.1,0.5,0.0
Woodbury,IA,102397.0,15.8,74.7,2.9,1.4,2.8,0.2
Woodford,IL,38942.0,1.7,95.7,0.6,0.1,0.8,0.0
Woodford,KY,25817.0,6.6,86.5,4.4,0.0,0.3,0.0
Woodruff,AR,6763.0,0.5,69.2,27.5,0.0,1.5,0.1
