county,state,TotalPop,Hispanic,White,Black,Native,Asian,Pacific
Hamilton,IL,8259.0,0.3,98.9,0.6,0.1,0.1,0.0
Hamilton,IN,309687.0,3.8,84.5,3.6,0.1,5.7,0.0
Hamilton,KS,2621.0,33.7,63.8,0.7,0.2,0.0,0.0
Hamilton,NE,9149.0,3.2,95.2,0.7,0.1,0.1,0.0
Hamilton,NY,4646.0,1.5,95.5,0.8,0.0,0.0,0.0
Hamilton,OH,808703.0,3.0,65.9,25.6,0.1,2.4,0.1
Hamilton,TN,354589.0,5.3,71.4,19.3,0.1,2.0,0.0
Hamilton,TX,8220.0,12.0,85.1,0.7,0.7,0.2,0.0
Hamlin,SD,5911.0,3.7,94.5,0.2,0.7,0.2,0.0
Hampden,MA,469188.0,23.9,64.1,7.8,0.1,2.2,0.0
Hampshire,WV,23412.0,1.3,95.9,1.1,0.5,0.2,0.0
Hampton,SC,20066.0,4.0,40.9,53.0,0.2,0.4,0.0
Hancock,GA,8667.0,1.8,24.1,72.9,0.0,0.5,0.1
Hancock,IA,10971.0,3.9,93.8,0.6,0.3,0.1,0.0
Hancock,IL,18264.0,1.4,96.3,0.7,0.0,0.4,0.0
Hancock,IN,72776.0,2.2,93.0,1.9,0.1,0.8,0.0
Hancock,KY,8700.0,1.5,95.8,0.9,0.1,0.6,0.0
Hancock,ME,54468.0,1.3,95.1,0.8,0.4,1.0,0.1
Hancock,MS,46277.0,3.8,84.9,8.7,0.3,0.2,0.0
Hancock,OH,75508.0,5.2,89.6,1.4,0.0,1.8,0.0
Hancock,TN,6605.0,0.9,97.1,0.5,0.7,0.3,0.0
Hancock,WV,29921.0,1.4,94.1,2.1,0.1,0.5,0.0
Hand,SD,3303.0,0.7,97.9,0.0,0.0,0.2,0.0
Hanover,VA,103218.0,2.8,84.4,9.0,0.1,1.5,0.0
Hansford,TX,5532.0,46.4,53.3,0.1,0.1,0.0,0.0
Hanson,SD,3404.0,0.0,93.9,4.6,1.1,0.0,0.0
Haralson,GA,28722.0,1.5,91.2,4.3,0.2,0.8,0.0
Hardee,FL,27326.0,43.2,47.4,7.9,0.2,0.6,0.0
Hardeman,TN,25784.0,1.7,54.7,41.5,0.3,0.7,0.0
Hardeman,TX,3990.0,21.3,68.6,6.9,0.4,0.5,0.0
Hardin,IA,17239.0,4.2,92.3,1.4,0.3,0.6,0.0
Hardin,IL,4161.0,1.8,93.1,3.8,0.2,0.1,0.0
Hardin,KY,107699.0,5.6,76.3,11.3,0.2,2.0,0.3
Hardin,OH,31576.0,1.6,95.3,0.7,0.0,0.8,0.0
Hardin,TN,25813.0,2.3,92.0,3.7,0.1,1.0,0.1
Hardin,TX,55993.0,5.4,87.0,5.6,0.2,0.5,0.0
Harding,NM,546.0,37.4,62.3,0.0,0.0,0.0,0.0
Harding,SD,1281.0,1.8,93.8,1.3,1.9,0.7,0.0
Hardy,WV,13812.0,4.2,90.8,3.3,0.1,1.3,0.0
Harford,MD,250132.0,4.2,77.0,13.1,0.2,2.6,0.0
Harlan,KY,27548.0,0.9,95.2,2.6,0.1,0.4,0.0
Harlan,NE,3469.0,3.7,94.2,0.9,0.3,0.3,0.0
Harmon,OK,2758.0,27.9,59.0,7.4,0.3,1.2,0.0
Harnett,NC,128753.0,12.3,62.1,20.6,0.8,1.0,0.1
Harney,OR,7195.0,5.0,86.8,0.8,3.1,0.4,0.1
Harper,KS,5746.0,6.3,90.3,0.1,2.3,0.2,0.0
Harper,OK,3843.0,22.2,74.9,0.1,0.3,0.0,0.0
Harris,GA,33198.0,3.3,77.1,15.9,0.1,0.9,0.0
Harris,TX,4525519.0,42.2,30.6,18.5,0.2,6.8,0.1
Harrison,IA,14196.0,1.6,96.5,0.2,0.3,0.3,0.1
Harrison,IN,39450.0,1.7,95.7,0.2,0.6,0.4,0.0
Harrison,KY,18630.0,2.3,93.8,1.7,0.0,0.0,0.0
Harrison,MO,8615.0,2.1,95.5,0.8,0.2,0.0,0.0
Harrison,MS,200491.0,5.3,64.6,24.0,0.5,3.0,0.0
Harrison,OH,15397.0,0.9,95.2,2.0,0.1,0.5,0.0
Harrison,TX,66606.0,12.7,63.8,21.3,0.3,0.7,0.0
Harrison,WV,68438.0,1.6,94.4,1.7,0.0,0.6,0.0
Hart,GA,25535.0,3.7,75.1,19.0,0.0,0.9,0.0
Hart,KY,18531.0,1.7,91.7,4.3,0.4,0.5,0.0
Hartford,CT,897417.0,17.3,62.5,12.8,0.1,5.0,0.0
Hartley,TX,5821.0,26.2,59.6,8.4,0.0,1.4,0.0
Harvey,KS,34683.0,11.7,83.3,1.8,0.3,0.6,0.2
Haskell,KS,4081.0,29.4,69.6,0.0,0.1,0.6,0.0
Haskell,OK,12746.0,4.2,71.2,0.7,13.6,0.6,0.0
Haskell,TX,5806.0,27.6,65.8,3.1,0.6,0.7,0.0
Hawaii,HI,196325.0,12.5,30.3,0.6,0.2,21.5,11.4
Hawkins,TN,56402.0,1.4,95.3,1.3,0.2,0.5,0.0
Hayes,NE,957.0,5.9,93.8,0.0,0.0,0.0,0.0
Hays,TX,194843.0,37.8,55.3,3.5,0.2,1.3,0.0
Haywood,NC,59854.0,3.7,93.1,1.0,0.4,0.5,0.0
Haywood,TN,17944.0,4.3,44.4,50.0,0.0,0.1,0.1
Heard,GA,11607.0,0.7,85.0,10.0,0.0,0.5,0.1
Hemphill,TX,4152.0,35.2,61.8,0.7,0.4,0.3,0.0
Hempstead,AR,22154.0,12.5,55.2,29.5,0.3,0.1,0.4
Henderson,IL,6927.0,1.5,96.3,0.1,0.3,0.7,0.0
Henderson,KY,46252.0,2.4,87.0,7.1,0.1,0.4,0.0
Henderson,NC,112156.0,9.9,83.5,3.1,0.2,1.1,0.1
Henderson,TN,27889.0,2.2,87.6,8.0,0.0,0.2,0.0
Henderson,TX,79687.0,12.1,78.9,6.6,0.9,0.7,0.1
Hendricks,IN,158170.0,3.6,85.8,6.0,0.2,2.5,0.0
Hendry,FL,39064.0,51.9,33.5,10.9,1.5,0.9,0.1
Hennepin,MN,1224763.0,6.9,69.5,12.5,0.5,7.0,0.0
Henrico,VA,324073.0,5.4,54.2,29.3,0.2,8.0,0.0
Henry,AL,17110.0,2.5,68.7,27.8,0.0,0.0,0.0
Henry,GA,217506.0,6.5,46.7,40.7,0.1,3.3,0.0
Henry,IA,19865.0,4.7,88.6,2.1,0.4,2.5,0.0
Henry,IL,49649.0,5.5,90.8,1.8,0.1,0.6,0.0
Henry,IN,48649.0,1.7,93.8,2.3,0.2,0.5,0.0
Henry,KY,15677.0,3.2,91.8,3.5,0.3,0.1,0.1
Henry,MO,21834.0,2.2,94.0,1.5,0.7,0.2,0.0
Henry,OH,27463.0,7.5,90.2,0.5,0.1,0.4,0.0
Henry,TN,32263.0,2.3,87.5,9.0,0.2,0.1,0.0
Henry,VA,51956.0,5.2,70.3,21.7,0.1,0.7,0.0
Herkimer,NY,62943.0,2.1,94.8,1.0,0.3,0.5,0.0
Hernando,FL,179144.0,12.2,79.3,4.9,0.3,1.2,0.0
Hertford,NC,24262.0,3.7,33.6,57.4,1.1,0.7,0.1
Hettinger,ND,2601.0,3.7,91.2,0.7,2.6,0.0,0.2
Hickman,KY,4625.0,1.3,87.2,8.7,0.3,0.3,0.0
Hickman,TN,24502.0,2.3,90.6,5.0,0.0,0.2,0.0
Hickory,MO,9352.0,1.5,95.3,0.1,1.7,0.0,0.1
Hidalgo,NM,4446.0,57.9,40.8,0.7,0.6,0.0,0.0
Hidalgo,TX,839539.0,91.8,6.6,0.4,0.1,0.9,0.0
Highland,OH,43031.0,0.9,95.5,1.2,0.2,0.4,0.0
Highland,VA,2213.0,0.0,99.4,0.0,0.3,0.0,0.0
Highlands,FL,100177.0,18.9,68.4,9.3,0.3,1.5,0.0
Hill,MT,16468.0,3.5,70.2,0.3,22.7,0.4,0.0
Hill,TX,35098.0,20.0,71.3,6.3,0.2,0.3,0.2
Hillsborough,FL,1351087.0,27.4,50.3,15.5,0.2,3.9,0.1
Hillsborough,NH,406371.0,6.3,85.7,2.1,0.1,3.8,0.0
Hillsdale,MI,45909.0,2.2,95.1,0.7,0.4,0.4,0.0
Hinds,MS,243249.0,1.5,25.3,71.6,0.1,0.8,0.0
Hinsdale,CO,820.0,6.0,90.9,0.0,1.6,0.0,0.0
Hitchcock,NE,2860.0,0.8,98.9,0.1,0.0,0.0,0.0
Hocking,OH,28547.0,0.6,96.6,1.0,0.0,0.2,0.0
Hockley,TX,23273.0,46.9,47.7,3.6,0.6,0.2,0.1
Hodgeman,KS,1875.0,7.7,87.9,0.0,0.1,3.0,0.0
Hoke,NC,52571.0,12.8,40.5,32.5,7.9,1.4,0.1
Holmes,FL,19483.0,2.7,87.1,7.3,1.1,0.2,0.2
Holmes,MS,18267.0,0.3,15.6,83.1,0.0,0.3,0.0
Holmes,OH,43808.0,0.9,97.9,0.2,0.0,0.2,0.0
Holt,MO,4499.0,0.4,96.4,0.3,1.6,0.4,0.0
Holt,NE,10293.0,4.3,94.0,0.1,0.8,0.5,0.0
Honolulu,HI,990060.0,9.6,18.7,2.2,0.1,41.8,8.7
Hood,TX,55418.0,12.0,84.8,0.7,0.9,0.8,0.0
Hood River,OR,22938.0,31.1,64.2,0.1,0.6,1.9,0.0
Hooker,NE,684.0,2.9,96.2,0.9,0.0,0.0,0.0
Hopkins,KY,45985.0,1.9,88.8,6.2,0.3,0.5,0.0
Hopkins,TX,35929.0,16.3,74.0,6.7,0.2,0.7,0.1
Horry,SC,310186.0,6.0,77.1,13.5,0.4,1.2,0.1
Hot Spring,AR,33480.0,3.4,82.8,10.9,0.3,0.3,0.0
Hot Springs,WY,4741.0,1.9,94.5,0.0,2.3,0.0,0.0
Houghton,MI,36333.0,1.5,92.4,0.7,0.3,2.9,0.0
Houston,AL,104108.0,3.2,67.2,26.5,0.3,0.8,0.0
Houston,GA,150341.0,6.6,57.5,29.7,0.3,3.0,0.0
Houston,MN,18709.0,1.0,96.3,0.7,0.2,0.5,0.0
Houston,TN,8188.0,0.8,92.2,4.0,0.5,0.3,0.0
Houston,TX,22849.0,10.7,62.0,24.9,0.2,0.4,0.0
Howard,AR,13472.0,12.0,65.0,20.9,0.2,0.2,0.0
Howard,IA,9321.0,1.5,96.7,0.7,0.0,0.2,0.0
Howard,IN,82457.0,3.2,85.8,7.0,0.4,1.3,0.0
Howard,MD,312495.0,6.5,54.1,18.1,0.2,17.3,0.0
Howard,MO,10144.0,1.4,90.8,5.1,0.5,0.2,0.1
Howard,NE,6385.0,2.5,95.6,0.0,0.0,0.0,0.1
Howard,TX,36491.0,41.2,50.0,5.2,0.7,0.8,0.1
Howell,MO,40139.0,2.1,94.5,0.3,0.3,0.5,0.0
Hubbard,MN,20743.0,2.0,93.1,0.7,2.1,0.6,0.0
Hudson,NJ,679756.0,43.2,28.8,10.8,0.1,15.0,0.1
Hudspeth,TX,3702.0,78.4,18.5,1.5,0.0,1.2,0.0
Huerfano,CO,6498.0,34.7,64.2,0.2,0.3,0.1,0.0
Hughes,OK,13519.0,5.1,63.7,6.0,19.6,0.1,0.0
Hughes,SD,17572.0,2.9,83.1,0.5,10.3,0.4,0.0
Humboldt,CA,135490.0,11.1,74.9,1.0,4.6,2.9,0.3
Humboldt,IA,9586.0,4.0,94.0,0.2,0.3,0.3,0.0
Humboldt,NV,17088.0,26.5,65.8,0.6,4.5,0.3,0.0
Humphreys,MS,8678.0,2.9,21.3,75.5,0.2,0.2,0.0
Humphreys,TN,18281.0,2.3,92.9,3.6,0.4,0.2,0.1
Hunt,TX,90322.0,15.3,72.9,7.8,0.8,1.2,0.0
Hunterdon,NJ,125717.0,6.2,86.3,2.5,0.1,3.8,0.0
Huntingdon,PA,45686.0,1.9,90.9,5.0,0.1,0.5,0.0
Huntington,IN,36520.0,2.2,95.2,0.8,0.3,0.8,0.0
Huron,MI,31750.0,2.3,95.5,0.4,0.3,0.6,0.0
Huron,OH,58497.0,6.2,90.6,1.3,0.0,0.2,0.0
Hutchinson,SD,7277.0,1.9,95.1,0.4,1.4,0.2,0.0
Hutchinson,TX,21704.0,22.5,71.3,2.0,1.3,0.6,0.3
Hyde,NC,5507.0,8.4,59.8,30.7,0.1,0.0,0.0
Hyde,SD,1373.0,0.8,85.6,0.0,9.5,0.0,0.0
Iberia,LA,73346.0,4.0,59.2,31.4,0.1,2.8,0.0
Iberville,LA,33122.0,2.5,47.7,48.7,0.3,0.1,0.0
Ida,IA,6965.0,2.1,96.0,0.0,0.7,0.4,0.0
Idaho,ID,16275.0,3.2,91.3,0.1,2.9,0.3,0.1
Imperial,CA,179957.0,83.4,11.3,2.3,0.6,1.3,0.1
Independence,AR,37097.0,6.1,89.2,1.9,0.3,0.7,0.0
Indian River,FL,147981.0,12.1,75.9,8.9,0.2,1.2,0.0
Indiana,PA,86551.0,1.3,93.9,2.2,0.2,1.1,0.0
Ingham,MI,286185.0,7.6,70.6,10.6,0.3,6.0,0.0
Inyo,CA,18195.0,21.4,63.5,0.9,10.8,1.5,0.2
Ionia,MI,64147.0,4.7,88.3,4.7,0.2,0.4,0.0
Iosco,MI,25317.0,2.0,94.3,0.7,0.8,0.6,0.0
Iowa,IA,16231.0,2.5,95.6,0.8,0.0,0.2,0.0
Iowa,WI,23576.0,1.7,95.6,0.7,0.3,0.6,0.1
Iredell,NC,169798.0,7.4,76.4,12.3,0.2,2.3,0.0
Irion,TX,1592.0,22.9,72.4,3.2,0.0,0.0,0.0
Iron,MI,11291.0,1.8,95.0,0.7,1.2,0.5,0.0
Iron,MO,10286.0,1.7,94.5,1.5,0.6,0.0,0.0
Iron,UT,48504.0,8.5,86.3,0.5,2.5,0.6,0.0
Iron,WI,5748.0,1.2,95.9,0.6,0.8,0.2,0.0
Iroquois,IL,28457.0,6.6,90.3,1.1,0.0,0.4,0.0
Irwin,GA,9278.0,1.3,67.6,28.0,0.0,0.5,0.0
Isabella,MI,70572.0,3.8,85.8,2.5,2.5,1.6,0.0
Isanti,MN,38584.0,1.8,94.2,0.5,0.3,1.0,0.0
Island,WA,80323.0,7.1,80.1,3.1,1.1,4.5,0.3
Isle of Wight,VA,36090.0,2.8,70.8,22.3,0.3,0.8,0.1
Issaquena,MS,1296.0,1.2,34.0,64.9,0.0,0.0,0.0
Itasca,MN,45237.0,1.3,92.1,0.4,3.6,0.4,0.0
Itawamba,MS,23439.0,1.5,90.5,7.4,0.0,0.2,0.0
Izard,AR,13521.0,2.1,93.5,1.9,1.1,0.2,0.0
Jack,TX,8839.0,16.3,77.9,4.5,0.4,0.1,0.0
Jackson,AL,52326.0,2.9,89.3,3.2,1.0,0.5,0.1
Jackson,AR,17429.0,2.7,77.2,16.9,0.2,0.0,0.0
Jackson,CO,1372.0,24.4,74.9,0.0,0.4,0.0,0.0
Jackson,FL,48571.0,4.6,65.5,26.8,0.7,0.6,0.1
Jackson,GA,63851.0,7.1,82.4,6.7,0.1,1.7,0.0
Jackson,IA,19409.0,1.4,95.7,0.6,0.0,0.5,0.7
Jackson,IL,59115.0,4.3,74.5,14.5,0.2,3.4,0.0
Jackson,IN,43779.0,6.4,89.3,1.1,0.3,1.9,0.0
Jackson,KS,13322.0,4.4,84.3,0.7,6.8,0.2,0.3
Jackson,KY,13369.0,0.0,99.3,0.1,0.0,0.0,0.0
Jackson,MI,158989.0,3.4,85.0,8.2,0.3,0.7,0.0
Jackson,MN,10104.0,3.4,93.1,0.1,0.1,2.5,0.0
Jackson,MO,688554.0,8.8,62.5,23.4,0.4,1.8,0.3
Jackson,MS,141314.0,5.9,68.3,21.6,0.3,2.2,0.0
Jackson,NC,41725.0,5.5,81.0,2.1,7.9,1.0,0.0
Jackson,OH,32624.0,1.0,96.2,0.8,0.0,0.1,0.1
Jackson,OK,25574.0,23.3,63.4,7.0,1.5,1.3,0.0
Jackson,OR,212070.0,12.2,81.7,0.6,0.6,1.2,0.3
Jackson,SD,3275.0,0.7,42.9,0.2,52.0,0.4,0.0
Jackson,TN,11573.0,1.9,95.7,0.6,0.0,0.0,0.0
Jackson,TX,14756.0,32.3,59.4,7.1,0.0,0.3,0.1
Jackson,WI,20531.0,3.2,86.4,2.2,5.8,0.4,0.0
Jackson,WV,29123.0,0.4,97.1,0.1,0.8,0.3,0.0
Jackson,LA,15952.0,1.6,66.9,30.1,0.1,0.5,0.0
James City,VA,73028.0,5.4,75.9,12.9,0.1,2.5,0.0
Jasper,GA,13732.0,3.9,73.6,20.8,0.2,0.3,0.0
Jasper,IA,36789.0,2.0,94.2,1.6,0.2,0.4,0.1
Jasper,IL,9608.0,1.5,97.2,0.4,0.1,0.0,0.0
Jasper,IN,33448.0,5.9,91.7,0.7,0.0,0.4,0.0
Jasper,MO,118522.0,7.7,84.7,2.1,1.4,1.1,0.1
Jasper,MS,16547.0,0.0,45.1,54.1,0.0,0.0,0.0
Jasper,SC,27465.0,13.2,41.6,43.3,0.1,0.7,0.0
Jasper,TX,35444.0,6.5,74.7,16.7,0.1,0.5,0.0
Jay,IN,21107.0,3.0,95.1,0.3,0.1,0.5,0.0
Jeff Davis,GA,14999.0,11.4,71.6,16.6,0.0,0.0,0.0
Jeff Davis,TX,2236.0,36.2,60.9,0.7,0.1,1.5,0.0
Jefferson,AL,659460.0,3.7,50.4,42.4,0.2,1.5,0.0
Jefferson,AR,71373.0,2.0,39.6,56.3,0.2,0.8,0.0
Jefferson,CO,564029.0,15.2,78.7,1.0,0.4,2.7,0.1
Jefferson,FL,14085.0,4.0,58.2,35.1,0.4,0.1,0.0
Jefferson,GA,15954.0,3.7,41.7,54.0,0.1,0.1,0.0
Jefferson,IA,17945.0,2.9,80.6,5.8,0.0,5.2,0.0
Jefferson,ID,27410.0,10.4,87.1,0.1,0.3,0.3,0.2
Jefferson,IL,38358.0,2.4,85.8,8.5,0.1,1.1,0.0
Jefferson,IN,32293.0,2.6,93.0,2.0,0.2,0.8,0.0
Jefferson,KS,18856.0,2.5,93.9,0.6,0.6,0.0,0.0
Jefferson,KY,764378.0,5.0,68.5,21.0,0.1,2.7,0.0
Jefferson,MO,222639.0,1.8,94.7,1.0,0.2,0.8,0.0
Jefferson,MS,7463.0,0.1,13.1,86.4,0.0,0.4,0.0
Jefferson,MT,11625.0,2.3,93.0,0.1,1.4,0.2,0.0
Jefferson,NE,7276.0,3.6,94.2,0.0,0.7,0.1,0.0
Jefferson,NY,116567.0,7.3,82.1,5.5,0.4,1.5,0.2
Jefferson,OH,67349.0,1.3,90.5,5.5,0.1,0.3,0.0
Jefferson,OK,6270.0,10.0,78.6,1.3,6.9,0.1,0.0
Jefferson,OR,22707.0,19.8,60.2,0.8,16.4,0.6,0.4
Jefferson,PA,44258.0,0.8,97.3,0.6,0.2,0.3,0.0
Jefferson,TN,52887.0,3.5,92.5,1.8,0.2,0.6,0.0
Jefferson,TX,254574.0,19.5,41.7,33.7,0.2,3.6,0.0
Jefferson,WA,30524.0,3.5,88.7,0.5,1.9,1.8,0.2
Jefferson,WI,84586.0,7.0,89.9,0.8,0.1,0.7,0.0
Jefferson,WV,55673.0,5.3,83.8,6.5,0.2,1.5,0.0
Jefferson Davis,MS,11639.0,0.3,37.9,61.6,0.0,0.0,0.0
Jefferson Davis,LA,31405.0,2.3,78.6,16.3,0.7,0.4,0.0
Jefferson,LA,437038.0,14.3,53.4,26.1,0.3,4.2,0.0
Jenkins,GA,8929.0,6.4,56.2,35.5,0.2,0.9,0.0
Jennings,IN,27840.0,2.3,95.4,1.4,0.2,0.4,0.0
Jerauld,SD,2034.0,2.2,96.3,0.0,0.4,0.0,0.0
Jerome,ID,23039.0,34.5,63.1,0.1,0.3,0.4,0.3
Jersey,IL,22215.0,1.3,96.1,0.5,0.1,0.4,0.1
Jessamine,KY,51667.0,3.2,89.6,3.9,0.3,1.4,0.0
Jewell,KS,2963.0,2.4,95.5,0.4,0.3,0.0,0.1
Jim Hogg,TX,5262.0,93.8,5.9,0.0,0.0,0.0,0.0
Jim Wells,TX,41318.0,80.2,18.3,0.5,0.1,0.6,0.1
Jo Daviess,IL,22046.0,2.9,94.9,0.4,0.2,0.5,0.1
Johnson,AR,26155.0,13.7,80.3,1.6,0.2,1.6,0.1
Johnson,GA,9800.0,2.3,62.6,33.8,0.0,0.2,0.0
Johnson,IA,144425.0,5.5,79.6,6.3,0.2,6.2,0.1
Johnson,IL,12899.0,3.3,84.7,11.1,0.1,0.1,0.0
Johnson,IN,149359.0,3.5,90.3,2.3,0.2,2.8,0.0
Johnson,KS,578797.0,7.4,80.5,4.5,0.2,4.7,0.0
Johnson,KY,23064.0,0.4,97.5,0.5,0.1,1.1,0.0
Johnson,MO,53941.0,4.1,86.2,4.5,0.6,1.4,0.3
Johnson,NE,5200.0,9.9,80.8,6.8,0.7,0.9,0.0
Johnson,TN,17846.0,1.9,92.2,3.8,0.5,0.4,0.0
Johnson,TX,160173.0,20.3,73.6,2.8,0.4,0.8,0.4
Johnson,WY,8562.0,2.1,91.7,1.4,2.7,0.0,0.0
Johnston,NC,186308.0,13.3,68.7,15.1,0.5,0.7,0.0
Johnston,OK,11039.0,5.0,70.0,1.2,5.9,0.2,0.0
Jones,GA,28540.0,1.5,71.9,24.7,0.2,0.7,0.0
Jones,IA,20468.0,1.8,94.4,2.5,0.4,0.1,0.0
Jones,MS,68328.0,4.3,64.9,29.0,0.2,0.5,0.1
Jones,NC,9776.0,4.5,62.2,30.4,0.3,0.2,0.0
Jones,SD,740.0,0.0,100.0,0.0,0.0,0.0,0.0
Jones,TX,19969.0,27.2,54.8,14.5,0.1,0.3,0.0
Josephine,OR,84514.0,7.1,87.4,0.4,1.2,0.6,0.0
Juab,UT,10694.0,4.6,92.4,0.2,0.9,0.1,0.2
Judith Basin,MT,1965.0,2.3,95.6,0.0,1.4,0.0,0.0
Juneau,WI,26427.0,3.0,91.9,2.3,1.4,0.5,0.0
Juniata,PA,24448.0,3.2,94.8,1.1,0.0,0.3,0.0
Kalamazoo,MI,259830.0,4.7,78.0,10.6,0.2,2.4,0.0
Kalkaska,MI,17358.0,1.8,94.7,0.7,0.6,0.4,0.0
Kanabec,MN,15948.0,1.5,95.2,0.4,0.9,0.5,0.0
Kanawha,WV,187827.0,1.1,87.8,6.9,0.1,1.0,0.0
Kandiyohi,MN,42577.0,11.9,81.8,4.2,0.2,0.8,0.0
Kane,IL,529402.0,31.6,57.6,5.4,0.1,3.9,0.0
Kane,UT,7246.0,4.5,91.7,0.1,1.3,0.4,0.2
Kankakee,IL,110801.0,10.1,72.2,15.1,0.2,1.0,0.0
Karnes,TX,15051.0,52.9,37.8,8.7,0.1,0.1,0.0
Kauai,HI,71093.0,10.8,29.6,0.7,0.3,32.9,8.5
Kaufman,TX,114852.0,19.9,66.6,10.4,0.4,1.1,0.1
Kay,OK,45173.0,7.6,75.4,2.0,7.4,0.5,0.0
Kearney,NE,6547.0,5.8,92.7,0.1,0.3,0.2,0.0
Kearny,KS,3931.0,31.0,65.9,0.5,0.0,0.4,0.0
Keith,NE,8129.0,6.8,90.5,0.7,0.4,1.1,0.3
Kemper,MS,10082.0,1.7,34.2,60.3,3.7,0.0,0.0
Kendall,IL,122933.0,17.6,71.2,6.4,0.1,3.2,0.0
Kendall,TX,40306.0,23.0,73.6,0.7,0.0,0.7,0.1
Kenedy,TX,564.0,88.5,11.3,0.0,0.0,0.2,0.0
Kenosha,WI,167886.0,12.7,76.3,7.2,0.3,1.3,0.0
Kent,DE,173145.0,6.8,62.7,24.1,0.6,2.0,0.0
Kent,MD,19666.0,4.3,78.1,14.8,0.2,1.1,0.0
Kent,MI,636376.0,10.3,74.4,9.3,0.3,2.8,0.0
Kent,TX,680.0,21.6,77.1,0.7,0.6,0.0,0.0
Kenton,KY,163987.0,3.0,88.9,4.3,0.1,1.3,0.0
Keokuk,IA,10223.0,1.5,96.8,0.1,0.1,0.4,0.1
Kern,CA,878744.0,52.2,35.4,5.1,0.5,4.5,0.1
Kerr,TX,50761.0,26.1,69.9,1.4,0.2,1.0,0.0
Kershaw,SC,63734.0,4.1,69.1,23.9,0.2,0.5,0.0
Kewaunee,WI,20378.0,2.7,95.0,0.5,0.3,0.4,0.0
Keweenaw,MI,2136.0,0.7,97.5,1.5,0.2,0.1,0.0
Keya Paha,NE,720.0,1.1,97.8,0.1,0.0,0.1,0.0
Kidder,ND,2457.0,4.9,93.8,0.5,0.2,0.2,0.0
Kimball,NE,3688.0,8.8,88.2,0.1,0.1,0.8,0.0
Kimble,TX,4432.0,23.7,74.3,0.0,0.5,0.0,0.0
King,TX,289.0,26.6,73.4,0.0,0.0,0.0,0.0
King,WA,2118119.0,9.5,61.4,6.0,0.5,16.5,0.8
King George,VA,25564.0,4.6,73.8,16.4,0.2,1.1,0.1
King William,VA,16329.0,0.8,76.2,18.2,0.8,1.1,0.0
King and Queen,VA,7052.0,3.2,66.1,25.8,0.6,0.0,0.0
Kingfisher,OK,15510.0,15.2,77.3,1.1,3.1,0.0,0.0
Kingman,KS,7576.0,3.2,93.8,0.4,0.4,0.0,0.0
Kings,CA,150183.0,53.7,33.1,5.9,0.8,3.6,0.2
Kings,NY,2635121.0,19.3,36.0,30.6,0.1,11.8,0.0
Kingsbury,SD,5000.0,2.1,95.1,0.0,0.5,1.6,0.0
Kinney,TX,3631.0,61.8,38.1,0.1,0.0,0.0,0.0
Kiowa,CO,1368.0,4.4,88.0,0.6,0.0,0.0,0.0
Kiowa,KS,2524.0,6.4,89.2,1.0,0.6,1.2,0.0
Kiowa,OK,9127.0,11.2,74.9,3.2,4.5,0.4,0.1
Kit Carson,CO,7846.0,19.2,76.3,3.2,0.1,0.4,0.5
Kitsap,WA,258903.0,7.3,77.4,2.5,0.9,4.7,0.7
Kittitas,WA,43726.0,8.6,84.4,1.0,0.6,1.9,0.2
Kittson,MN,4384.0,2.1,96.0,0.8,0.2,0.4,0.0
Klamath,OR,66018.0,12.3,78.7,0.7,3.2,1.0,0.1
Kleberg,TX,31540.0,72.3,21.0,3.5,0.1,2.0,0.0
Klickitat,WA,21172.0,12.1,82.2,0.3,3.2,0.6,0.0
Knott,KY,15690.0,0.9,97.2,0.4,0.0,0.1,0.1
Knox,IL,51374.0,5.5,83.4,8.4,0.0,1.0,0.0
Knox,IN,37763.0,1.8,92.9,3.1,0.1,0.8,0.1
Knox,KY,31424.0,1.1,96.0,1.2,0.5,0.4,0.0
Knox,ME,39700.0,1.3,95.6,0.6,0.4,0.6,0.0
Knox,MO,3976.0,1.0,96.5,0.4,0.0,0.1,0.4
Knox,NE,8496.0,2.6,86.2,0.2,9.2,0.3,0.2
Knox,OH,60945.0,1.4,95.5,0.9,0.1,0.4,0.0
Knox,TN,452286.0,4.0,82.7,8.8,0.2,2.1,0.0
Knox,TX,3753.0,33.4,59.4,6.0,0.1,0.2,0.0
Koochiching,MN,12776.0,0.2,93.5,0.9,3.7,0.5,0.0
Kootenai,ID,150128.0,4.4,91.0,0.4,1.3,0.7,0.1
Kosciusko,IN,78720.0,7.9,88.6,0.7,0.2,1.0,0.0
Kossuth,IA,15166.0,2.2,95.5,0.8,0.1,0.6,0.0
La Crosse,WI,117582.0,1.8,90.3,1.3,0.3,4.4,0.0
La Paz,AZ,20477.0,26.3,58.7,0.8,11.1,0.8,0.2
La Plata,CO,54469.0,12.6,79.0,0.5,5.2,0.6,0.0
La Salle,TX,7418.0,79.9,17.6,1.2,0.0,0.1,0.0
LaGrange,IN,38720.0,3.9,94.4,0.1,0.1,0.2,0.0
LaMoure,ND,4106.0,1.0,97.1,0.1,0.7,0.0,0.0
LaPorte,IN,110839.0,6.3,79.9,10.9,0.3,0.6,0.0
LaSalle,IL,111151.0,9.3,86.1,2.5,0.2,0.8,0.0
Labette,KS,20553.0,4.4,85.4,3.8,0.9,0.3,0.0
